ISO_3,Country,Region,title,authors,source,doi,author_keywords,publication_year,horizon_year,model,scopus_number,WOS_number,Energy efficiency,Climate change,Power,Vehicle,Cement,Forest,Steel/Iron,Buildings,Water,Air Pollution,Electricity,CCS,Transport,Policy-Dvlpt-Eco,Agriculture,Tax,Heat Pump,Consumption,Scenario,Wind/Solar,Costs,Coal,Nuclear,Fuel,Renewable Energies,Flood Risk,Technology,Bioenergy,Urban,Hydrogen,Permit market,Drought,Crop yield,Peak,Oil,Land Use,Target/INDC,Waste,System
EU,European Union,European Union,How can the EU climate targets be met? A combined analysis of technological and demand-side changes in food and agriculture,"Bryngelsson D., Wirsenius S., Hedenus F., Sonesson U.",Food Policy,10.1016/j.foodpol.2015.12.012,Agriculture; Climate targets; Dietary changes; European Union; Food; Greenhouse gas mitigation,2016,2050,NA,2-s2.0-85011063132,WOS:000372389600014,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
EU,European Union,European Union,Impact of energy policy of the european union on energy enterprises activity in Poland [Wpływ polityki energetycznej unii europejskiej na funkcjonowanie przedsiȩbiorstw energetycznych w polsce],"Paska J., Surma T.",Rynek Energii,NA,Energy enterprises; Energy policy; Energy sector transformation,2016,2030,NA,2-s2.0-85013499918,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EU,European Union,European Union,Impact of new interconnection lines on the EU electricity market,"Di Cosmo V., Bertsch V., Deane P.","International Conference on the European Energy Market, EEM",10.1109/EEM.2016.7521311,NA,2016,2050,NA,2-s2.0-84983313674,WOS:000382910700135,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
EU,European Union,European Union,Is forest carbon sequestration at the expense of bioenergy and forest products cost-efficient in EU climate policy to 2050?,"Vass M.M., Elofsson K.",Journal of Forest Economics,10.1016/j.jfe.2016.04.002,Bioenergy; Climate policy; Cost-efficiency; Dynamic optimisation; EU; Forest carbon sequestration,2016,2050,NA,2-s2.0-84975467501,WOS:000396377500006,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
EU,European Union,European Union,"Linking EU climate and energy policies: policy-making, implementation and reform",Skjærseth J.B.,"International Environmental Agreements: Politics, Law and Economics",10.1007/s10784-014-9262-5,Climate; Decision-making; Energy; EU; Implementation; Initiation; Issue linkages; Reform,2016,2030,NA,2-s2.0-84907651921,WOS:000379544200003,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,Mitigation of adverse effects on competitiveness and leakage of unilateral EU climate policy: An assessment of policy instruments,"Antimiani A., Costantini V., Kuik O., Paglialunga E.",Ecological Economics,10.1016/j.ecolecon.2016.05.003,Carbon border tax; Carbon leakage; Climate mitigation policy; Energy efficiency; Renewable energy,2016,2050,NA,2-s2.0-84969920310,WOS:000378669700025,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EU,European Union,European Union,Modelling forest carbon stock changes as affected by harvest and natural disturbances. II. EU-level analysis,"Pilli R., Grassi G., Kurz W.A., Moris J.V., Viñas R.A.",Carbon Balance and Management,10.1186/s13021-016-0059-4,Afforestation; Carbon Budget Model; Deforestation; EU; Forest management; GHGI; Harvest; Natural disturbances,2016,2030,NA,2-s2.0-84983637853,WOS:000457283800020,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
EU,European Union,European Union,Policies for the development of the energy sector at the level of the european union and Romania,Calanter P.,Quality - Access to Success,NA,Development strategies; Energy; Energy strategy; Policies,2016,2050,NA,2-s2.0-84961683800,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,Renewable Energy Policy and its problem: Cases of USA and EU,"Ahn, Sang Wuk",The Journal of Contemporary European Studies,NA,Renewable Energy; Subsidy; USA; China; EU; Clean Power Plan,2016,2030,NA,NA,KJD:ART002167395,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,Situational analysis of EU renewable energy legislation,"Wyns T., Khatchadourian A.",Climate Policy,10.1080/14693062.2015.1135412,energy policy; EU; post 2020; renewable energy,2016,2030,NA,2-s2.0-84961226681,WOS:000380892100004,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EU,European Union,European Union,The EU 40 % greenhouse gas emission reduction target by 2030 in perspective,"Hof A.F., den Elzen M.G.J., Mendoza Beltran A.","International Environmental Agreements: Politics, Law and Economics",10.1007/s10784-016-9317-x,Burden sharing; Climate change; Effort sharing; INDCs; Mitigation,2016,2030,NA,2-s2.0-84961647382,WOS:000376613600003,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EU,European Union,European Union,The effects of different CCS technological scenarios on EU low-carbon generation mix,"deLlano-Paz F., Martinez Fernandez P., Soares I.","Environment, Development and Sustainability",10.1007/s10668-016-9809-4,Carbon capture and storage—CCS; Efficiency; Emissions reduction; Externalities; Portfolio theory,2016,2030,NA,2-s2.0-84969764497,WOS:000383123400010,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
EU,European Union,European Union,The environmental impact of eco-innovations: the case of EU residential electricity use,"Braungardt S., Elsland R., Eichhammer W.",Environmental Economics and Policy Studies,10.1007/s10018-015-0129-y,Energy efficiency; Energy modelling; Environmental impact of innovation; Environmental innovation,2016,2030,NA,2-s2.0-84944569882,WOS:000377974900006,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,The future of EU-Russia energy relations in the context of decarbonisation,"Khrushcheva O., Maltby T.",Geopolitics,10.1080/14650045.2016.1188081,NA,2016,2050,NA,2-s2.0-84973646331,WOS:000385622700004,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,The impact of the EU car CO2 regulation on the energy system and the role of electro-mobility to achieve transport decarbonisation,"Thiel C., Nijs W., Simoes S., Schmidt J., van Zyl A., Schmid E.",Energy Policy,10.1016/j.enpol.2016.05.043,Electro-mobility; Energy system model; EU car CO2 regulation; Road transport decarbonisation,2016,2030,TIMES,2-s2.0-84971572314,WOS:000381530700013,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
EU,European Union,European Union,A Study on the EU CCS Policy and its Development,Jeonghyeok,Journal of International Area Studies,NA,Carbon Capture and Storage; EU CCS Directive; Carbon Dioxide; Storage; Greenhouse gas reduction,2015,2030,NA,NA,KJD:ART001958908,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,A comprehensive analysis of the current and future role of biofuels for transport in the European union (EU) [Análise geral do papel atual e futuro dos biocombustíveis nos transportes na União Europeia (UE)],"Raboni M., Viotti P., Capodaglio A.G.",Revista Ambiente e Agua,10.4136/ambi-agua.1492,Biodiesel; Bioethanol; European policy; Sustainable mobility,2015,2050,NA,2-s2.0-84918538421,SCIELO:S1980-993X2015000100009,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
EU,European Union,European Union,A methodology to assess the impact of 2030 EU climate and energy targets on the national power systems: The Italian case,"Lanati F., Gelmini A., Benini M., Gallanti M.","International Conference on the European Energy Market, EEM",10.1109/EEM.2015.7216734,"Climate and energy policy; CO2 emissions, 2030; Cost-benefit analysis; Power system simulation; Renewable generation",2015,2030,NA,2-s2.0-84951989811,WOS:000380377200135,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EU,European Union,European Union,"ADDRESSING 2030 EU POLICY FRAMEWORK FOR ENERGY AND CLIMATE: COST, RISK AND ENERGY SECURITY ISSUES","deLlano-Paz, F; Fernandez, PM; Soares, I",PROCEEDINGS OF THE 2ND INTERNATIONAL CONFERENCE ON ENERGY & ENVIRONMENT: BRINGING TOGETHER ENGINEERING AND ECONOMICS,NA,Portfolio Theory; 2030 EU targets; security of supply,2015,2030,NA,NA,WOS:000379409300055,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
EU,European Union,European Union,An innovative application of the bioeconomic strategies and action plans elaborated by the European union for 2030 at a crossborder level in the Danubian Euroregions,"Matiuti M., Bogdan A.T., Gaspardy A., Diaconescu D.",Journal of Environmental Protection and Ecology,NA,Bio-economy; Defense food; Human health; Oncogenous factors; Safety food,2015,2030,NA,2-s2.0-84946728343,WOS:000353528800033,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,Assessing the impact of electricity interconnections to achieve the EU targets for CO2 emissions reduction,"Pina A., Amorim F., Baptista P.","International Conference on the European Energy Market, EEM",10.1109/EEM.2015.7216742,2050 EU targets; Electricity Systems; Energy Modeling; European Union,2015,2050,TIMES,2-s2.0-84951935437,WOS:000380377200143,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,Assessment of carbon leakage through the industry channel: The EU perspective,"Paroussos L., Fragkos P., Capros P., Fragkiadakis K.",Technological Forecasting and Social Change,10.1016/j.techfore.2014.02.011,Carbon leakage; Climate policy; GEM-E3; General equilibrium; Industry relocation,2015,2050,CGE,2-s2.0-84916887154,WOS:000347605300015,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,CO2 and energy efficiency car standards in the EU in the context of a decarbonisation strategy: A model-based policy assessment,"Siskos P., Capros P., De Vita A.",Energy Policy,10.1016/j.enpol.2015.04.024,Alternative car technologies; Car CO2 standards; Car energy efficiency standards; Passenger transport; Transport and energy modelling; Transport and energy policy,2015,2050,PRIMES,2-s2.0-84937703302,WOS:000358975500003,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,"EU 2030 Targets ""Unachievable"" Without Long-Term Nuclear Operation","Mitev, L",ATW-INTERNATIONAL JOURNAL FOR NUCLEAR POWER,NA,NA,2015,2030,NA,NA,WOS:000352930200002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EU,European Union,European Union,EU mitigation potential of harvested wood products,"Pilli R., Fiorese G., Grassi G.",Carbon Balance and Management,10.1186/s13021-015-0016-7,Carbon; FAOSTAT; Harvested wood products (HWP); LULUCF,2015,2030,NA,2-s2.0-84928045414,MEDLINE:26457115,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
EU,European Union,European Union,Ex-ante evaluation of EU ETS during 2013-2030: EU-internal abatement,"Hu J., Crijns-Graus W., Lam L., Gilbert A.",Energy Policy,10.1016/j.enpol.2014.11.023,Allowance surplus; Emissions trading scheme; EU-internal abatement; European union; Policy evaluation,2015,2030,NA,2-s2.0-84921307330,WOS:000349507900015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EU,European Union,European Union,Investment needs for climate change adaptation measures of electricity power plants in the EU,"Lise, W; van der Laan, J",ENERGY FOR SUSTAINABLE DEVELOPMENT,10.1016/j.esd.2015.06.003,Power plants; Climate change adaptation; Risk assessment model,2015,2100,NA,NA,WOS:000361780600002,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,Losses of ammonia and nitrate from agriculture and their effect on nitrogen recovery in the European Union and the United States between 1900 and 2050,"Van Grinsven H.J.M., Bouwman L., Cassman K.G., Van Es H.M., McCrackin M.L., Beusen A.H.W.",Journal of Environmental Quality,10.2134/jeq2014.03.0102,NA,2015,2050,IMAGE,2-s2.0-84925457684,WOS:000351204000006,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
EU,European Union,European Union,Macroeconomic analysis of the employment impacts of future EU climate policies,"Pollitt H., Alexandri E., Chewpreecha U., Klaassen G.",Climate Policy,10.1080/14693062.2014.953907,climate policy; employment; energy efficiency; macroeconomic modelling; renewables,2015,2030,CGE,2-s2.0-84938418608,WOS:000359350700004,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EU,European Union,European Union,NEW TARGETS OF EU CLIMATE POLICY AND FISCAL POLICY IN POLAND PERSPECTIVE TO THE 2030,"Niestepska, M",EKONOMIA I SRODOWISKO-ECONOMICS AND ENVIRONMENT,NA,taxes; energy; climate; climate package; the EU ETS; renewable sources of emissions,2015,2050,NA,NA,WOS:000445249700002,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EU,European Union,European Union,Reaching the European union targets on climate/energy issues in the context of increasing energy security,Gonda V.,Actual Problems of Economics,NA,Carbon emissions; Climate; Energy efficiency; Energy security; Renewable energy; The European Union,2015,2030,NA,2-s2.0-84959327068,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EU,European Union,European Union,The EU’s Efforts into achieving the goal of “2030 framework for Climate and Energy Policies”: With focus on the EU ETS and CCS,Jeonghyeok,The Journal of Contemporary European Studies,NA,EU ETS; EU CCS; Carbon; Allowances; Storage,2015,2030,NA,NA,KJD:ART002027788,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
EU,European Union,European Union,The European Union,"Dupont C., Oberthür S.",Research Handbook on Climate Governance,10.4337/9781783470600.00030,NA,2015,2050,NA,2-s2.0-84997033189,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,The impact of hydrocarbon resources and GDP growth assumptions for the evolution of the EU energy system for the medium and long term,"Capros P., De Vita A., Fragkos P., Kouvaritakis N., Paroussos L., Fragkiadakis K., Tasios N., Siskos P.",Energy Strategy Reviews,10.1016/j.esr.2015.03.003,Climate policies; Energy modeling; Energy strategies; European energy security; RES policies,2015,2050,NA,2-s2.0-84928226177,WOS:000371605400008,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
EU,European Union,European Union,The impact of the long-term EU target for renewables on the structure of electricity production in Poland,"Gawlik L., Szurlej A., Wyrwa A.",Energy,10.1016/j.energy.2015.05.066,Climate policy; Energy mix; Energy policy; Energy system modeling; Poland,2015,2050,NA,2-s2.0-84934311942,WOS:000367409200002,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
EU,European Union,European Union,The role of carbon standards on passenger cars towards the reduction of GHG emissions in EU: A model-based scenario analysis,"Siskos P., De Vita A., Capros P.","2014 IEEE International Electric Vehicle Conference, IEVC 2014",10.1109/IEVC.2014.7056122,car standards; climate change mitigation; passenger transport; transport and energy modelling; transport and energy policy,2015,2050,PRIMES,2-s2.0-84934323969,WOS:000380394300048,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
EU,European Union,European Union,2030 vision: An analysis of proposed structural reforms of the European Union’s Emissions Trading Scheme,Prentice J.,Environmental and Planning Law Journal,NA,NA,2014,2030,NA,2-s2.0-84952648301,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
EU,European Union,European Union,A post-2020 EU energy technology policy: Revisiting the strategic energy technology plan,"Ruester S., Schwenen S., Finger M., Glachant J.-M.",Energy Policy,10.1016/j.enpol.2013.11.044,Energy technology policy; European energy policy towards 2050; SET Plan,2014,2050,NA,2-s2.0-84892477749,WOS:000332135900018,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
EU,European Union,European Union,"Ambiguity reduction by objective model selection, with an application to the costs of the EU 2030 climate targets",Tol R.S.J.,Energies,10.3390/en7116886,Carbon price; Climate policy; European union; Forecast skill; Uncertainty,2014,2030,NA,2-s2.0-84912033606,WOS:000345563200004,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EU,European Union,European Union,"Developing structural, high-heat flux and plasma facing materials for a near-term DEMO fusion power plant: The EU assessment","Stork D., Agostini P., Boutard J.L., Buckthorpe D., Diegele E., Dudarev S.L., English C., Federici G., Gilbert M.R., Gonzalez S., Ibarra A., Linsmeier C., Li Puma A., Marbach G., Morris P.F., Packer L.W., Raj B., Rieth M., Tran M.Q., Ward D.J., Zinkle S.J.",Journal of Nuclear Materials,10.1016/j.jnucmat.2014.06.014,NA,2014,2030,NA,2-s2.0-84905368373,WOS:000348003600053,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,EU’s Low Carbon Economic Policy against Climate Change,"Kim,, Doo Su",Korean Journal of International Economic Law,NA,European Union; Climate Change; Low Carbon Economy; Roadmap 2050; Energy; Environment,2014,2050,NA,NA,KJD:ART001899569,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,Economic prospects of advanced biomass-based energy carriers in EU-15 up to 2050,"Ajanovic A., Haas R.",International Journal of Environment and Sustainable Development,10.1504/IJESD.2014.056414,Biofuels; Biomass; Costs; Energy carriers; Energy output; Hydrogen; Scenarios,2014,2050,NA,2-s2.0-84884468269,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,Heat roadmap Europe: Combining district heating with heat savings to decarbonise the EU energy system,"Connolly D., Lund H., Mathiesen B.V., Werner S., Möller B., Persson U., Boermans T., Trier D., Østergaard P.A., Nielsen S.",Energy Policy,10.1016/j.enpol.2013.10.035,District heating; Europe; Mapping and modelling,2014,2050,NA,2-s2.0-84890315283,WOS:000330813800047,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EU,European Union,European Union,Innovation complementarity and environmental productivity effects: Reality or delusion? Evidence from the EU,"Gilli M., Mancinelli S., Mazzanti M.",Ecological Economics,10.1016/j.ecolecon.2014.04.004,Climate change; Complementarity; Innovation; Sector performance,2014,2050,WIOD,2-s2.0-84901188400,WOS:000337857400007,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,Making sense of the future: visions and transition pathways of laypeople and professionals from six EU countries,"Iacovidou E., Wehrmeyer W.",Global Bioethics,10.1080/11287462.2014.957010,actions; backcasting; experts; framework; future; laypeople; pathways; transition; visions,2014,2050,NA,2-s2.0-84967506317,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,Materials R&D for a timely DEMO: Key findings and recommendations of the EU Roadmap Materials Assessment Group,"Stork D., Agostini P., Boutard J.-L., Buckthorpe D., Diegele E., Dudarev S.L., English C., Federici G., Gilbert M.R., Gonzalez S., Ibarra A., Linsmeier C., Puma A.L., Marbach G., Packer L.W., Raj B., Rieth M., Tran M.Q., Ward D.J., Zinkle S.J.",Fusion Engineering and Design,10.1016/j.fusengdes.2013.11.007,DEMO; Fusion-materials,2014,2030,NA,2-s2.0-84905917922,WOS:000341465400133,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,"Power digest: EU adopts energy, climate targets for 2030",Patel S.,Power,NA,NA,2014,2030,NA,2-s2.0-84920127871,NA,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EU,European Union,European Union,Prospect of the EU ETS Development with focus on the Allowance Allocation and the Allowances,Jeonghyeok,The Journal of Contemporary European Studies,NA,Climate Change; EU ETS; Allowances; Greenhouse gas; Allowance Allocation,2014,2050,NA,NA,KJD:ART001902359,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EU,European Union,European Union,The EU climate and energy policy: What about the new targets for 2030?,De Paoli L.,Economics and Policy of Energy and the Environment,10.3280/EFE2014-001002,Climate policy; Energy efficiency; EU ETS; European energy policy; Renewable energy,2014,2030,NA,2-s2.0-84919362827,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
EU,European Union,European Union,The Updated EU 2030 Target: Can it be Achieved through the Reduction in the Primary Energy Consumption?,"Solilova, V; Nerudova, D",PROCEEDINGS OF THE 19TH INTERNATIONAL CONFERENCE: THEORETICAL AND PRACTICAL ASPECTS OF PUBLIC FINANCE 2014,NA,CO2 emissions; primary energy consumption; EU 2030 targets; CO2 taxation; energy savings,2014,2030,NA,NA,WOS:000348877900030,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EU,European Union,European Union,The impact of subsidies and carbon pricing on the wood biomass use for energy in the EU,"Moiseyev A., Solberg B., Kallio A.M.I.",Energy,10.1016/j.energy.2014.05.051,Bioenergy; Forest biomass; Forest sector model; Partial equilibrium model; Renewable energy; Subsidies,2014,2030,NA,2-s2.0-84908496002,WOS:000344444600017,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
EU,European Union,European Union,Unravelling projected energy savings in 2020 of EU Member States using decomposition analyses,"Smit T.A., Hu J., Harmsen R.",Energy Policy,10.1016/j.enpol.2014.08.030,Decomposition analysis; Economic recession; Energy efficiency policies,2014,2030,PRIMES,2-s2.0-84924162378,WOS:000345470300027,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
EU,European Union,European Union,Analyzing the bio-energy supply system in the context of the 20-20-20 targets and the 2050 decarbonization targets in the EU,"Tasios N., Apostolaki E., Capros P., De Vita A.","Biofuels, Bioproducts and Biorefining",10.1002/bbb.1374,Biomass energy supply; Climate policy; Energy policy; Energy systems modeling; European Union,2013,2050,PRIMES,2-s2.0-84875484930,WOS:000316334200007,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
EU,European Union,European Union,"Deployment of CCS in industrial applications in the EU - Timing, scope and coordination","Rootzén J., Johnsson F.",Energy Procedia,10.1016/j.egypro.2013.06.656,CCS; Cement; Deployment; Energy use; EU; Industry; Iron and steel; Refinery,2013,2050,NA,2-s2.0-84898727013,WOS:000345500507047,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,Do overarching mitigation objectives dominate transport-specific targets in the EU?,"Ghersi F., McDonnell S., Sassi O.",Energy Policy,10.1016/j.enpol.2012.11.048,EU climate policy; EU transportation policy; Policy efficiency,2013,2050,IMACLIM,2-s2.0-84873183937,WOS:000315606700002,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
EU,European Union,European Union,EU ETS Phase 3 benchmarks - Implications and potential flaws,Lecourt S.,Economics of Energy and Environmental Policy,10.5547/2160-5890.2.2.7,Benchmarks; Carbon leakage; EU ETS; Historical activity level; Preliminary amounts,2013,2027,NA,2-s2.0-85015730578,WOS:000209426000008,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EU,European Union,European Union,Exploring the limits for CO2 emission abatement in the EU power and industry sectors-Awaiting a breakthrough,"Rootzén J., Johnsson F.",Energy Policy,10.1016/j.enpol.2013.03.057,CO2 abatement; EU; Scenarios,2013,2050,NA,2-s2.0-84879507141,WOS:000323235700040,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,Potential stocks and increments of woody biomass in the European Union under different management and climate scenarios,"Kindermann G.E., Schörghuber S., Linkosalo T., Sanchez A., Rammer W., Seidl R., Lexer M.J.",Carbon Balance and Management,10.1186/1750-0680-8-2,NA,2013,2100,NA,2-s2.0-84873034146,MEDLINE:23369357,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
