WOS_number,doc_type,authors,title,source,doi,publication_year,author_keywords,email
WOS:000578942600001,J,"Alshammari, YM",Achieving Climate Targets via the Circular Carbon Economy: The Case of Saudi Arabia,C-JOURNAL OF CARBON RESEARCH,10.3390/c6030054,2020,CO2 pricing; thermal splitting; underground gasification; energy transition; CCS,
WOS:000572977900004,J,"Strapasson, A; Woods, J; Meessen, J; Mwabonje, O; Baudry, G; Mbuk, K","EU land use futures: modelling food, bioenergy and carbon dynamics",ENERGY STRATEGY REVIEWS,10.1016/j.esr.2020.100545,2020,Climate change mitigation; System dynamics; Land use; Bioenergy; EULUF model,
WOS:000571153300001,J,"Kii, M",Reductions in CO(2)Emissions from Passenger Cars under Demography and Technology Scenarios in Japan by 2050,SUSTAINABILITY,10.3390/su12176919,2020,passenger car; climate change; CO(2)emissions; low carbon technologies; travel behavior; population decline; aging society; compact city,
WOS:000570707000001,J,"Malik, A; Bertram, C; Despres, J; Emmerling, J; Fujimori, S; Garg, A; Kriegler, E; Luderer, G; Mathur, R; Roelfsema, M; Shekhar, S; Vishwanathan, S; Vrontisi, Z",Reducing stranded assets through early action in the Indian power sector,ENVIRONMENTAL RESEARCH LETTERS,10.1088/1748-9326/ab8033,2020,carbon lock-in; coal; India; power; stranded assets; climate policy; Nationally determined contribution (NDC),
WOS:000569791700001,J,"Chaube, A; Chapman, A; Shigetomi, Y; Huff, K; Stubbins, J",The Role of Hydrogen in Achieving Long Term Japanese Energy System Goals,ENERGIES,10.3390/en13174539,2020,hydrogen economy; fuel cell; sustainability; Japan; energy model,
WOS:000570331700001,J,"Gonzalez-Prieto, D; Fernandez-Nava, Y; Maranon, E; Prieto, MM",Influence of Atlantic Microclimates in Northern Spain on the Environmental Performance of Lightweight Concrete Single-Family Houses,ENERGIES,10.3390/en13174337,2020,single-family house; sub-regional Atlantic climate; lightweight concrete; life cycle assessment; high performance buildings,
WOS:000569064000002,J,"Porfiriev, BN; Shirov, AA; Kolpakov, AY",LOW-CARBON DEVELOPMENT STRATEGY: PROSPECTS FOR THE RUSSIAN ECONOMY,MIROVAYA EKONOMIKA I MEZHDUNARODNYE OTNOSHENIYA,10.20542/0131-2227-2020-64-9-15-25,2020,Russian economy; Paris agreement; climate regulation; greenhouse gases emissions; dynamics; energy efficiency; long-term development,
WOS:000569655500001,J,"Bienvenido-Huertas, D",Analysis of the Relationship of the Improvement of Facades and Thermal Bridges of Spanish Building Stock with the Mitigation of Its Energy and Environmental Impact,ENERGIES,10.3390/en13174499,2020,energy consumption; CO(2)emissions; building; envelope improvement; thermal bridges; climate change,
WOS:000568759600001,J,"Thompson, JA; Kienast-Brown, S; D'Avello, T; Philippe, J; Brungard, C",Soils2026 and digital soil mapping - A foundation for the future of soils information in the United States,GEODERMA REGIONAL,10.1016/j.geodrs.2020.e00294,2020,Digital soil mapping; Soil property maps; Soil survey; Multiple soil classes,
WOS:000565664700005,J,"Hasanov, FJ; Shannak, S",Electricity incentives for agriculture in Saudi Arabia. Is that relevant to remove them?,ENERGY POLICY,10.1016/j.enpol.2020.111589,2020,Saudi Arabia; Domestic energy price reform; Agriculture; Electricity incentives; Cointegration and equilibrium correction models,
WOS:000565664700001,J,"Huang, R; Chen, GW; Lv, GN; Malik, A; Shi, XP; Xie, XT",The effect of technology spillover on CO2 emissions embodied in China-Australia trade,ENERGY POLICY,10.1016/j.enpol.2020.111544,2020,Embodied CO2 emissions; Technology spillover; Input-output; China-Australia trade,
WOS:000565661900015,J,"Belbute, JM; Pereira, AM",Reference forecasts for CO2 emissions from fossil-fuel combustion and cement production in Portugal,ENERGY POLICY,10.1016/j.enpol.2020.111642,2020,CO2 emissions; IPCC emission Targets; Long memory; ARFIMA; Portugal,
WOS:000565661900019,J,"Nong, D; Nguyen, DB; Nguyen, TH; Wang, C; Siriwardana, M",A stronger energy strategy for a new era of economic development in Vietnam: A quantitative assessment,ENERGY POLICY,10.1016/j.enpol.2020.111645,2020,Vietnam; Power development plan; Energy policy; Computable general equilibrium (CGE); GTAP-E-Power; Low-carbon economy,
WOS:000565661900022,J,"Tirkaso, WT; Gren, IM",Road fuel demand and regional effects of carbon taxes in Sweden,ENERGY POLICY,10.1016/j.enpol.2020.111648,2020,Fuel demand; Carbon; Elasticity; Dynamic; Region; Sweden,
WOS:000565663000023,J,"Verastegui, F; Lorca, L; Negrete-Pincetic, M; Olivares, D",Firewood heat electrification impacts in the Chilean power system,ENERGY POLICY,10.1016/j.enpol.2020.111702,2020,Power systems planning; Heat electrification; Decarbonization; Firewood; Energy systems integration,
WOS:000560841000007,J,"Panjaitan, TWS; Dargusch, P; Wadley, D; Aziz, AA",TOWARD THE BEST PRACTICE EMISSIONS REDUCTION IN AN EMERGING ECONOMY: AN ANALYSIS OF CEMENT MANUFACTURING IN INDONESIA,ENTREPRENEURSHIP AND SUSTAINABILITY ISSUES,10.9770/jesi.2020.8.1(7),2020,emission intensity; reductions; clinker substitutes; alternative fuels; kilns,
WOS:000556556500011,J,"Seddiky, MA; Giggins, H; Gajendran, T",International principles of disaster risk reduction informing NGOs strategies for community based DRR mainstreaming: The Bangladesh context,INTERNATIONAL JOURNAL OF DISASTER RISK REDUCTION,10.1016/j.ijdrr.2020.101580,2020,Non-Government Organization; Disaster Risk Reduction; Mainstreaming; Community-based DRR; International DRR principles and Bangladesh,
WOS:000540275200005,J,"Schlickmann, MB; da Silva, AC; de Oliveira, LM; Matteucci, DO; Machado, FD; Cuchi, T; Duarte, E; Higuchi, P",Specific leaf area is a potential indicator of tree species sensitive to future climate change in the mixed Subtropical Forests of southern Brazil,ECOLOGICAL INDICATORS,10.1016/j.ecolind.2020.106477,2020,Functional ecology; Global warming; Araucaria angustifolia; Subtropical Forest; Southern Brazil,
WOS:000552898300008,J,"Simsek, Y; Sahin, H; Lorca, A; Santika, WG; Urmee, T; Escobar, R",Comparison of energy scenario alternatives for Chile: Towards low-carbon energy transition by 2030,ENERGY,10.1016/j.energy.2020.118021,2020,Energy modelling; Scenario alternatives; Decarbonization; LEAP; NDCs; SDGs,
WOS:000548788600016,J,"Jin, G; Shi, X; Zhang, L; Hu, SG",Measuring the SCCs of different Chinese regions under future scenarios,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,10.1016/j.rser.2020.109949,2020,Social cost of carbon; Carbon emissions; Regional integrated model of climate and the economy; Carbon tax; Scenarios; Eight Chinese regions,
WOS:000544896500011,J,"Ma, MD; Ma, X; Cai, W; Cai, WG",Low carbon roadmap of residential building sector in China: Historical mitigation and prospective peak,APPLIED ENERGY,10.1016/j.apenergy.2020.115247,2020,Residential building; Carbon mitigation; Energy and emission peaks; Dynamic scenario analysis; Emission mitigation strategy,
WOS:000541747100025,J,"Goes, GV; Goncalves, DNS; D'Agosto, MD; Bandeira, RAD; Grottera, C",Transport-energy-environment modeling and investment requirements from Brazilian commitments,RENEWABLE ENERGY,10.1016/j.renene.2020.05.032,2020,Energy-transition; Prospective scenarios; Marginal abatement cost curves; NDC,
WOS:000569862400002,J,"Zhang, XM; Gu, BJ; van Grinsven, H; Lam, SK; Liang, X; Bai, M; Chen, DL",Societal benefits of halving agricultural ammonia emissions in China far exceed the abatement costs,NATURE COMMUNICATIONS,10.1038/s41467-020-18196-z,2020,,
WOS:000564180600001,J,"John, E; Bunting, P; Hardy, A; Roberts, O; Giliba, R; Silayo, D",Modelling the impact of climate change on Tanzanian forests,DIVERSITY AND DISTRIBUTIONS,10.1111/ddi.13152,2020,Biodiversity conservation; climate change; conservation planning; habitat fragmentation; habitat suitability modelling; MaxEnt modelling; Tanzania,
WOS:000570441200001,J,"Taliotis, C; Fylaktos, N; Partasides, G; Gardumi, F; Sridharan, V; Karmellos, M; Papanicolas, CN",The Effect of Electric Vehicle Deployment on Renewable Electricity Generation in an Isolated Grid System: The Case Study of Cyprus,FRONTIERS IN ENERGY RESEARCH,10.3389/fenrg.2020.00205,2020,energy transition; electric vehicles; OSeMOSYS; renewable energy; national energy and climate plans,
WOS:000562684300002,J,"Watabe, A; Leaver, J; Shafiei, E; Ishida, H",Life cycle emissions assessment of transition to low-carbon vehicles in Japan: combined effects of banning fossil-fueled vehicles and enhancing green hydrogen and electricity,CLEAN TECHNOLOGIES AND ENVIRONMENTAL POLICY,10.1007/s10098-020-01917-9,2020,Fossil-fueled vehicles ban; Low-emission vehicles; Life cycle GHG emissions; Infrastructure development; Hydrogen; Renewable energy share,
WOS:000562260000001,J,"De, KA; Majumder, S; Kumar, P",Is E-mobility a panacea for emission mitigation? A case study of an Indian city,ENVIRONMENTAL PROGRESS & SUSTAINABLE ENERGY,10.1002/ep.13500,2020,E-bus; emission; renewable energy; transportation system,
WOS:000562005400001,J,"Moghani, M; Archer, CL",The impact of emissions and climate change on future ozone concentrations in the USA,AIR QUALITY ATMOSPHERE AND HEALTH,10.1007/s11869-020-00900-z,2020,Air pollution; Ozone; Air quality modeling; Climate change; Emissions,
WOS:000539634100018,J,"Fu, H; Luo, ZB; Hu, SY",A temporal -spatial analysis and future trends of ammonia emissions in China,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2020.138897,2020,Ammonia emission; Haze elimination; Temporal-spatial variation; Scenario analysis,
WOS:000563025000009,J,"Gillingham, KT; Huang, P",Long-Run Environmental and Economic Impacts of Electrifying Waterborne Shipping in the United States,ENVIRONMENTAL SCIENCE & TECHNOLOGY,10.1021/acs.est.0c03298,2020,,
WOS:000560264100001,J,"Qazi, WA; Abushammala, MFM",The analysis of electricity production and greenhouse-gas emission reduction from municipal solid waste sector in Oman,INTERNATIONAL JOURNAL OF ENVIRONMENTAL SCIENCE AND TECHNOLOGY,10.1007/s13762-020-02871-1,2020,Anaerobic digestion; Gasification; Greenhouse-gas mitigation; Incineration; Landfills; Waste management,
WOS:000560376100021,J,"Di Virgilio, G; Evans, JP; Clarke, H; Sharples, J; Hirsch, AL; Hart, MA",Climate Change Significantly Alters Future Wildfire Mitigation Opportunities in Southeastern Australia,GEOPHYSICAL RESEARCH LETTERS,10.1029/2020GL088893,2020,climate modeling; environmental change; fire weather; natural hazards; prescribed burns; risk mitigation,
WOS:000537447300017,J,"Raza, MY; Lin, BQ",Decoupling and mitigation potential analysis of CO2 emissions from Pakistan's transport sector,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2020.139000,2020,Pakistan's transport sector; CO2 emissions; LMDI; Decoupling analysis; Mitigation rate,
WOS:000564116500001,J,"Silva, CHL; Heinrich, VHA; Freire, ATG; Broggio, IS; Rosan, TM; Doblas, J; Anderson, LO; Rousseau, GX; Shimabukuro, YE; Silva, CA; House, JI; Aragao, LEOC",Benchmark maps of 33 years of secondary forest age for Brazil,SCIENTIFIC DATA,10.1038/s41597-020-00600-4,2020,,
WOS:000562378600008,J,"Goldstein, B; Gounaridis, D; Newell, JP",The carbon footprint of household energy use in the United States,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,10.1073/pnas.1922205117,2020,sustainability; climate change; built environment; energy; cities,
WOS:000557831800001,J,"Vieira, RMDSP; Tomasella, J; Barbosa, AA; Martins, MA; Rodriguez, DA; Rezende, FSD; Carriello, F; Santana, MDO",Desertification risk assessment in Northeast Brazil: Current trends and future scenarios,LAND DEGRADATION & DEVELOPMENT,10.1002/ldr.3681,2020,climate change; climatic projections; desertification susceptibility; LULC modelling; MEDALUS,
WOS:000561123700028,J,"Shekhar, S; Kumar, S; Densmore, AL; van Dijk, WM; Sinha, R; Kumar, M; Joshi, SK; Rai, SP; Kumar, D",Modelling water levels of northwestern India in response to improved irrigation use efficiency,SCIENTIFIC REPORTS,10.1038/s41598-020-70416-0,2020,,
WOS:000538389100002,J,"Chen, HT; Wang, ZH; Xu, S; Zhao, YD; Cheng, QS; Zhang, B","Energy demand, emission reduction and health co-benefits evaluated in transitional China in a 2 degrees C warming world",JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2020.121773,2020,Energy demand; Emission reduction; Health co-benefits; LEAP model,
WOS:000553850400002,J,"Gupta, D; Ghersi, F; Vishwanathan, SS; Garg, A",Macroeconomic assessment of India's development and mitigation pathways,CLIMATE POLICY,10.1080/14693062.2019.1648235,2020,India; energy-economy model; sustainable development; 2 degrees C; 1; 5 degrees C; climate policy,
WOS:000556211600010,J,"Balli, E; Nugent, JB; Coskun, N; Sigeze, C","The relationship between energy consumption, CO(2)emissions, and economic growth in Turkey: evidence from Fourier approximation",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,10.1007/s11356-020-10254-9,2020,Energy consumption; CO(2)emissions; Economic growth; Turkey; Fourier Toda-Yamamoto causality test; Asymmetric causality,
WOS:000555732200003,J,"Meles, TH; Ryan, L; Wheatley, J",COVID-19 and EU Climate Targets: Can We Now Go Further?,ENVIRONMENTAL & RESOURCE ECONOMICS,10.1007/s10640-020-00476-3,2020,Climate change policy; Greenhouse gas emissions; Economic recovery; COVID-19 economic effects; Energy demand,
WOS:000555311500001,J,"Gu, L; Yin, JB; Zhang, HB; Wang, HM; Yang, G; Wu, XS",On future flood magnitudes and estimation uncertainty across 151 catchments in mainland China,INTERNATIONAL JOURNAL OF CLIMATOLOGY,10.1002/joc.6725,2020,China; climate change; flood quantiles; hydrological modelling; statistical downscaling,
WOS:000555110500008,J,"Njoku, PO; Edokpayi, JN; Odiyo, JO","Modeling landfill gas potential and potential energy recovery from Thohoyandou landfill site, South Africa",JOURNAL OF THE AIR & WASTE MANAGEMENT ASSOCIATION,10.1080/10962247.2020.1778137,2020,,
WOS:000568774100020,J,"Pan, XZ; Chen, WY; Zhou, S; Wang, LN; Dai, JQ; Zhang, Q; Zheng, XZ; Wang, HL",Implications of near-term mitigation on China's long-term energy transitions for aligning with the Paris goals,ENERGY ECONOMICS,10.1016/j.eneco.2020.104865,2020,Near-term mitigation; Long-term transition; Chin's energy system; The Paris goals; Integrated assessment model,
WOS:000568756800023,J,"Felver, TB",How can Azerbaijan meet its Paris Agreement commitments: assessing the effectiveness of climate change-related energy policy options using LEAP modeling,HELIYON,10.1016/j.heliyon.2020.e04697,2020,Environmental science; Climatology; Climate change; Environmental analysis; Environmental economics; Azerbaijan; GHG emissions Inventory and projection; IPCC; LEAP,
WOS:000568038200001,J,"Kim, CY; Kim, CR; Kim, DK; Cho, SH",Analysis of Challenges Due to Changes in Net Load Curve in South Korea by Integrating DERs,ELECTRONICS,10.3390/electronics9081310,2020,net load curve; PV generation; Monte Carlo simulation; EV charging load prediction; ToU (Time-of-Use) tariff,
WOS:000568144400001,J,"Aboumahboub, T; Brecha, RJ; Shrestha, HB; Fuentes, U; Geiges, A; Hare, W; Schaeffer, M; Welder, L; Gidden, MJ","Decarbonization of Australia's Energy System: Integrated Modeling of the Transformation of Electricity, Transportation, and Industrial Sectors",ENERGIES,10.3390/en13153805,2020,energy system modeling; decarbonization; sector-coupling; variable renewable energies; Australia; Paris Agreement,
WOS:000567054000001,J,"Schuch, D; Andrade, MD; Zhang, Y; de Freitas, ED; Bell, ML",Short-Term Responses of Air Quality to Changes in Emissions under the Representative Concentration Pathway 4.5 Scenario over Brazil,ATMOSPHERE,10.3390/atmos11080799,2020,air quality responses; atmospheric emissions; climate change; WRF-Chem,
WOS:000567338100001,J,"Yu, Y; Jin, ZX; Li, JZ; Wu, YC; Jia, L",An Air Pollutant Emission Reduction Path of China's Power Industry,ATMOSPHERE,10.3390/atmos11080852,2020,power industry; air pollutants; emission reduction path; TIMES model; emission reduction cost,
WOS:000564743800001,J,"Faubert, P; Bouchard, S; Chasse, RM; Cote, H; Dessureault, PL; Villeneuve, C","Achieving Carbon Neutrality for A Future Large Greenhouse Gas Emitter in Quebec, Canada: A Case Study",ATMOSPHERE,10.3390/atmos11080810,2020,carbon neutral; zero carbon; GHG source reduction; offset credit; large emitter,
WOS:000564744600001,J,"Rehman, HU; Hirvonen, J; Jokisalo, J; Kosonen, R; Siren, K",EU Emission Targets of 2050: Costs and CO(2)Emissions Comparison of Three Different Solar and Heat Pump-Based Community-Level District Heating Systems in Nordic Conditions,ENERGIES,10.3390/en13164167,2020,PV and heat pump-based centralized district heating system; district heating CO(2)emissions; seasonal storage; community scale solutions; old apartment buildings renovation; Nordic conditions,
