title,authors,source,doi,d_type,publication_year,horizon_year,author_keywords,scopus_number,WOS_number,prepro_title
The Impact of E-Mobility on Greenhouse Gas Mitigation in Vietnam,"Ngoc A.M., Hung K.V.",Advances in 21st Century Human Settlements,10.1007/978-981-15-5608-1_16,Book Chapter,2021,,E-Mobility; Electric bus; GHG,2-s2.0-85092914678,,the impact of e mobility on greenhouse gas mitigation in vietnam
The analysis of similarities between the European Union countries in terms of the level and structure of the emissions of selected gases and air pollutants into the atmosphere,"Brodny J., Tutak M.",Journal of Cleaner Production,10.1016/j.jclepro.2020.123641,Article,2021,,Air pollutants; Greenhouse gases; Kohonen's neutral network; Similarity of european union countries; The european green deal,2-s2.0-85089660415,MEDLINE:32843822,the analysis of similarities between the european union countries in terms of the level and structure of the emissions of selected gases and air pollutants into the atmosphere
The competitiveness issue of the Japanese economy under carbon pricing: A computable general equilibrium analysis of 2050,Takeda S.,"Economics, Law, and Institutions in Asia Pacific",10.1007/978-981-15-6964-7_10,Book Chapter,2021,,Border adjustment; Climate change policy in Japan; Computable general equilibrium analysis; Emissions permit trading; International competitiveness,2-s2.0-85091420631,,the competitiveness issue of the japanese economy under carbon pricing a computable general equilibrium analysis of 2050
The environmental co-benefit and economic impact of China's low-carbon pathways: Evidence from linking bottom-up and top-down models,"Yang X., Pang J., Teng F., Gong R., Springer C.",Renewable and Sustainable Energy Reviews,10.1016/j.rser.2020.110438,Article,2021,,CGE; China-MAPLE; Deep decarbonization; Energy system optimization; Environmental co-benefit; Model linking,2-s2.0-85092267133,,the environmental co benefit and economic impact of china s low carbon pathways evidence from linking bottom up and top down models
Towards sustainability for China's energy system through developing an energy-climate-water nexus model,"Suo C., Li Y.P., Mei H., Lv J., Sun J., Nie S.",Renewable and Sustainable Energy Reviews,10.1016/j.rser.2020.110394,Article,2021,,Energy system; Energy-climate-water nexus; Optimization; Sustainable development; Uncertainty,2-s2.0-85091594522,,towards sustainability for china s energy system through developing an energy climate water nexus model
Viability of temperate fruit tree varieties in Spain under climate change according to chilling accumulation,"Rodríguez A., Pérez-López D., Centeno A., Ruiz-Ramos M.",Agricultural Systems,10.1016/j.agsy.2020.102961,Article,2021,,Bias adjustment; Chill model; Chilling requirement; Climate change adaptation; Ensemble outcome agreement; Safe winter chill,2-s2.0-85092230378,,viability of temperate fruit tree varieties in spain under climate change according to chilling accumulation
"What's the clue; better planning, new technology or just more money? - The area challenge in Norwegian salmon farming","Hersoug B., Mikkelsen E., Osmundsen T.C.",Ocean and Coastal Management,10.1016/j.ocecoaman.2020.105415,Article,2021,,Area planning; Governance; Incentives; Salmon aquaculture; Technology,2-s2.0-85092763439,,what s the clue better planning new technology or just more money the area challenge in norwegian salmon farming
Wood for food: Economic impacts of sustainable use of forest biomass for salmon feed production in Norway,"Solberg B., Moiseyev A., Hansen J.Ø., Horn S.J., Øverland M.",Forest Policy and Economics,10.1016/j.forpol.2020.102337,Article,2021,,Aquaculture; Bioeconomy modelling; Climate target impacts; EFI-GTM; Forest product markets; Forest sector model; Land-use policies; Non-food biomass; Wood competition,2-s2.0-85094326365,,wood for food economic impacts of sustainable use of forest biomass for salmon feed production in norway
A China no âmbito da mudança climática. Negociações exteriores e políticas domésticas,"Dos Santos Estevo, Fefferson",Desafíos,10.12804/revistas.urosario.edu.co/desafios/a.7682,J,2020,,China; climate changes; foreign policy; energy,,SCIELO:S0124-40352020000100216,a china no âmbito da mudança climática negociações exteriores e políticas domésticas
A Life Cycle Analysis of the Potential Avoided Emissions from Coconut Oil-Based B5 Transportation Fuel in Fiji,Charan D.,Advances in Global Change Research,10.1007/978-3-030-30211-5_9,Book Chapter,2020,,Biodiesel; Coconut methyl ester; Diesel; Fiji; Green house gas emissions; Life cycle assessments,2-s2.0-85079003552,,a life cycle analysis of the potential avoided emissions from coconut oil based b5 transportation fuel in fiji
A New Japan Volcanological Database,"Fujita E., Ueda H., Nakada S.",Frontiers in Earth Science,10.3389/feart.2020.00205,Article,2020,,countermeasures; database; event tree for volcanic crises; INeVRH; JVDN; numerical simulation; observation,2-s2.0-85088524420,WOS:000555787300001,a new japan volcanological database
A Study of the Impacts of the Spatial Differences in Climate Engineering Programs on the Intensities of Extreme High-Temperature Events in China Under A 1.5 degrees C Temperature Control Target,"Kong, F",JOURNAL OF TROPICAL METEOROLOGY,10.46267/j.1006-8775.2020.015,J,2020,,climate engineering; extreme high-temperature intensities; recurrence period; spatial patterns; climate changes,,WOS:000541063300004,a study of the impacts of the spatial differences in climate engineering programs on the intensities of extreme high temperature events in china under a 1 5 degrees c temperature control target
A Study of the Stability of China’s Carbon Dioxide Emissions,"Nie Y., Tian H., Zhang P., Wang E., Zhang T., Guo Q.",Emerging Markets Finance and Trade,10.1080/1540496X.2018.1564657,Article,2020,,carbon dioxide emission; convergence; quantile unit root; stability,2-s2.0-85060605008,WOS:000573625900017,a study of the stability of china s carbon dioxide emissions
A Study on Characteristics and Strategies of the United Kingdom's Energy Transition Policy,"chul, Park Sang",Korean Journal of EU Studies,,J,2020,,Energy transition policy; low carbon economic system; renewable energy; nuclear energy; sustainable development strategy,,KJD:ART002582667,a study on characteristics and strategies of the united kingdom s energy transition policy
"A WRF-Chem model-based future vehicle emission control policy simulation and assessment for the Beijing-Tianjin-Hebei region, China","Zhang Q., Tong P., Liu M., Lin H., Yun X., Zhang H., Tao W., Liu J., Wang S., Tao S., Wang X.",Journal of Environmental Management,10.1016/j.jenvman.2019.109751,Article,2020,,Emission control policies; Fine particulate matter (PM2.5); Surface ozone (O3); Vehicle; WRF-Chem,2-s2.0-85073941027,WOS:000501617600034,a wrf chem model based future vehicle emission control policy simulation and assessment for the beijing tianjin hebei region china
A bioeconomic model for estimating potential economic damages from a hypothetical Asian beetle introduced via future trade with Cuba,"Adams D.C., Susaeta A., Soto J.R., Rossi F., de Grammont P.C., Messina W.A., Koch F.H., Gomez D., Hulcr J.",Journal of Bioeconomics,10.1007/s10818-019-09289-x,Article,2020,,Asian bark/ambrosia beetle; Bioeconomic modelling; Cuba; Damages; F13; Forests; Q23; Q57; Trade,2-s2.0-85074690144,,a bioeconomic model for estimating potential economic damages from a hypothetical asian beetle introduced via future trade with cuba
A bridging framework for studying transition pathways – From systems models to local action in the Swedish heating domain,"Nilsson M., Dzebo A., Savvidou G., Axelsson K.",Technological Forecasting and Social Change,10.1016/j.techfore.2018.04.003,Article,2020,,Energy; Low carbon; MLP; Multilevel perspective; Policy; Socio-technical,2-s2.0-85046147748,WOS:000509818900064,a bridging framework for studying transition pathways from systems models to local action in the swedish heating domain
A case study in competing methane regulations: Will Canada's and Alberta's contrasting regulations achieve equivalent reductions?,"Johnson, MR; Tyner, DR",ELEMENTA-SCIENCE OF THE ANTHROPOCENE,10.1525/elementa.403,J,2020,,Methane regulations; Oil and gas sector; Methane mitigation; Equivalency; Inventories; Venting,,WOS:000519109700001,a case study in competing methane regulations will canada s and alberta s contrasting regulations achieve equivalent reductions
A cross-sectoral integrated assessment of alternatives for climate mitigation in Madagascar,"Nogueira L.P., Longa F.D., van der Zwaan B.",Climate Policy,10.1080/14693062.2020.1791030,Article,2020,,climate change; energy; IAM; land use; Madagascar; NDC,2-s2.0-85088288513,WOS:000550069800001,a cross sectoral integrated assessment of alternatives for climate mitigation in madagascar
A data analysis of the Chilean housing stock and the development of modelling archetypes,"Molina C., Kent M., Hall I., Jones B.",Energy and Buildings,10.1016/j.enbuild.2019.109568,Article,2020,,Carbon emissions; Climate change; Energy demand reduction; Housing typologies; Indoor air quality; Regulation,2-s2.0-85075009334,WOS:000505647500019,a data analysis of the chilean housing stock and the development of modelling archetypes
A double win: New pathways to reduce greenhouse gas emissions and improve water quality in New Zealand,"Fernandez M.A., Fernandez M.A., Daigneault A.J.",Environmental Research Letters,10.1088/1748-9326/ab8255,Article,2020,,abatement costs; forest carbon sequestration; land use; primary industry; water quality,2-s2.0-85087330770,,a double win new pathways to reduce greenhouse gas emissions and improve water quality in new zealand
"A dynamic analysis of the global warming potential associated with air conditioning at a city scale: an empirical study in Shenzhen, China","Zhang N., Wang H., Gallagher J., Song Q., Tam V.W.Y., Duan H.",Environmental Impact Assessment Review,10.1016/j.eiar.2019.106354,Article,2020,,Air conditioning; Energy consumption; Global warming potential; Refrigerant release; Residential building,2-s2.0-85077775861,WOS:000515213600009,a dynamic analysis of the global warming potential associated with air conditioning at a city scale an empirical study in shenzhen china
A factor-based bottom-up approach for the long-term electricity consumption estimation in the Japanese residential sector,"Yan Y., Zhang H., Long Y., Zhou X., Liao Q., Xu N., Liang Y.",Journal of Environmental Management,10.1016/j.jenvman.2020.110750,Article,2020,,Bottom-up model; Carbon emissions; Electricity consumption; Japan; Residential sector,2-s2.0-85085771030,WOS:000554920300011,a factor based bottom up approach for the long term electricity consumption estimation in the japanese residential sector
A fleet-based tank-to-wheel greenhouse gas emission analysis of light vehicles in Brazil and cooperation towards integrated policies,"Benvenutti L.M.M., Campos L.M.S.",International Journal of Sustainable Transportation,10.1080/15568318.2018.1542757,Article,2020,,Alternative fuel vehicles; greenhouse gas emission; intended nationally determined contributions (INDC); light vehicle fleet; sustainable transportation; tank-to-wheel analysis,2-s2.0-85060682896,WOS:000510556600002,a fleet based tank to wheel greenhouse gas emission analysis of light vehicles in brazil and cooperation towards integrated policies
A fuzzy multi-criteria approach for evaluating the contribution of freight transportation towards India’s Nationally Determined Contributions (NDCs),"Mahapatra D., Katiyar R., Parida R., Kumar D.",International Journal of Production Research,10.1080/00207543.2020.1743891,Article,2020,,climate change; freight transportation; fuzzy analytic hierarchy process; India; Paris Agreement,2-s2.0-85082518569,WOS:000557279400001,a fuzzy multi criteria approach for evaluating the contribution of freight transportation towards india s nationally determined contributions ndcs
A geospatial assessment of the rooftop decarbonisation potential of industrial and commercial zoned buildings: An example of Irish cities and regions,"Horan W., Byrne S., Shawe R., Moles R., O'Regan B.",Sustainable Energy Technologies and Assessments,10.1016/j.seta.2020.100651,Article,2020,,Decarbonisation; Industrial and commercial buildings; Photovoltaics; Rainwater harvesting,2-s2.0-85079058890,WOS:000538122400004,a geospatial assessment of the rooftop decarbonisation potential of industrial and commercial zoned buildings an example of irish cities and regions
A global production network for ecosystem services: The emergent governance of landscape restoration in the Brazilian Amazon,"Urzedo D.I., Neilson J., Fisher R., Junqueira R.G.P.",Global Environmental Change,10.1016/j.gloenvcha.2020.102059,Article,2020,,Amazon; Climate change; Ecological restoration; Environmental governance; Global production networks; Payments for ecosystem services,2-s2.0-85081549690,WOS:000527300300016,a global production network for ecosystem services the emergent governance of landscape restoration in the brazilian amazon
A goal programming model to study the impact of R&D expenditures on sustainability-related criteria: the case of Kazakhstan,"Colapinto C., Jayaraman R., La Torre D.",Management Decision,10.1108/MD-09-2019-1334,Article,2020,,Energy consumption; Goal programming; Pollution abatements; R&D activities,2-s2.0-85084994351,WOS:000534337400001,a goal programming model to study the impact of r d expenditures on sustainability related criteria the case of kazakhstan
A macroeconomic evaluation of a carbon tax in overseas territories: A CGE model for Reunion Island,"Sabine G., Avotra N., Olivia R., Sandrine S.",Energy Policy,10.1016/j.enpol.2020.111738,Article,2020,,Carbon tax; Computable general equilibrium model; Energy transition; Macroeconomic impacts; Reunion Island,2-s2.0-85090408525,,a macroeconomic evaluation of a carbon tax in overseas territories a cge model for reunion island
A multi-period and multi-regional modeling and optimization approach to energy infrastructure planning at a transient stage: A case study of China,"Li T., Liu P., Li Z.",Computers and Chemical Engineering,10.1016/j.compchemeng.2019.106673,Article,2020,,Energy system; Low carbon transition; Modeling; Optimization,2-s2.0-85076139779,WOS:000504755000005,a multi period and multi regional modeling and optimization approach to energy infrastructure planning at a transient stage a case study of china
"A new energy exploration for Malaysia’s future electric supply based on waste kinetic energy: ideas, concepts, and possibilities","Abdul Rahman A.K., Zulkifli S.A., Pathman E.",Electrical Engineering,10.1007/s00202-019-00862-1,Article,2020,,Kinetic energy from landing aircraft; Renewable energy; Robust control system for smart grid; Waste energy,2-s2.0-85082918718,WOS:000500825500003,a new energy exploration for malaysia s future electric supply based on waste kinetic energy ideas concepts and possibilities
A power development planning for Vietnam under the CO2 emission reduction targets,"Hiep D.T., Hoffmann C.",Energy Reports,10.1016/j.egyr.2019.11.036,Conference Paper,2020,,CO2 reduction target; Optimization problem; Power planning,2-s2.0-85081058955,WOS:000518454700003,a power development planning for vietnam under the co2 emission reduction targets
A predictive analysis of China's CO2 emissions and OFDI with a nonlinear fractional-order grey multivariable model,"Jiang H., Jiang P., Kong P., Hu Y.-C., Lee C.-W.",Sustainability (Switzerland),10.3390/su12104325,Article,2020,,Carbon emissions forecasting; Fractional-order accumulation; Nonlinear grey multivariable model; OFDI,2-s2.0-85085706293,WOS:000543421400383,a predictive analysis of china s co2 emissions and ofdi with a nonlinear fractional order grey multivariable model
A protocol for an observational cohort study of heat strain and its effect on fetal wellbeing in pregnant farmers in The Gambia.,"Bonell, Ana; Hirst, Jane; Vicedo-Cabrera, Ana M; Haines, Andy; Prentice, Andrew M; Maxwell, Neil S",Wellcome open research,10.12688/wellcomeopenres.15731.1,Article,2020,,Climate change; Heat stress; Maternal; Pregnancy; Subsistence farmer,2-s2.0-85084266995,MEDLINE:32292825,a protocol for an observational cohort study of heat strain and its effect on fetal wellbeing in pregnant farmers in the gambia
A science-based approach to setting climate targets for buildings: The case of a New Zealand detached house,"Chandrakumar C., McLaren S.J., Dowdell D., Jaques R.",Building and Environment,10.1016/j.buildenv.2019.106560,Article,2020,,Absolute sustainability; Benchmark; Climate change; Life cycle assessment; New Zealand; Residential building,2-s2.0-85075737871,WOS:000532293100014,a science based approach to setting climate targets for buildings the case of a new zealand detached house
A spatiotemporal analysis of Indian warming target using CORDEX-SA experiment data,"Prajapat D.K., Lodha J., Choudhary M.",Theoretical and Applied Climatology,10.1007/s00704-019-02978-7,Article,2020,,,2-s2.0-85072053917,WOS:000511515200030,a spatiotemporal analysis of indian warming target using cordex sa experiment data
A stronger energy strategy for a new era of economic development in Vietnam: A quantitative assessment,"Nong D., Nguyen D.B., Nguyen T.H., Wang C., Siriwardana M.",Energy Policy,10.1016/j.enpol.2020.111645,Article,2020,,Computable general equilibrium (CGE); Energy policy; GTAP-E-Power; Low-carbon economy; Power development plan; Vietnam,2-s2.0-85087945187,WOS:000565661900019,a stronger energy strategy for a new era of economic development in vietnam a quantitative assessment
A sustainable future under energy intensity scenarios-Peru's compliance with COP24 in an energy trilemma environment,"Bravo R.J.C., Nieves E.J., Ordoñez B.V., Espinoza D.C., Cairo A.H.",SPE Latin American and Caribbean Petroleum Engineering Conference Proceedings,,Conference Paper,2020,,CO2 emissions; COP24; Energy efficiency; Energy Trilemma,2-s2.0-85090509583,,a sustainable future under energy intensity scenarios peru s compliance with cop24 in an energy trilemma environment
A system dynamics modelling for energy planning and carbon dioxide estimation of the Nigerian power sector,"Shari B.E., Moumouni Y.",International Journal of Energy Technology and Policy,10.1504/IJETP.2020.109311,Article,2020,,Carbon dioxide; Energy planning; Energy policy; Mambilla hydropower; Nigerian power sector; System dynamics,2-s2.0-85093663086,,a system dynamics modelling for energy planning and carbon dioxide estimation of the nigerian power sector
A temporal -spatial analysis and future trends of ammonia emissions in China,"Fu, H; Luo, ZB; Hu, SY",SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2020.138897,J,2020,,Ammonia emission; Haze elimination; Temporal-spatial variation; Scenario analysis,,WOS:000539634100018,a temporal spatial analysis and future trends of ammonia emissions in china
Achieving Climate Targets via the Circular Carbon Economy: The Case of Saudi Arabia,"Alshammari, YM",C-JOURNAL OF CARBON RESEARCH,10.3390/c6030054,J,2020,,CO2 pricing; thermal splitting; underground gasification; energy transition; CCS,,WOS:000578942600001,achieving climate targets via the circular carbon economy the case of saudi arabia
Achieving Sustainable Development Goals in Nigeria’s power sector: assessment of transition pathways,"Yetano Roche M., Verolme H., Agbaegbu C., Binnington T., Fischedick M., Oladipo E.O.",Climate Policy,10.1080/14693062.2019.1661818,Article,2020,,electrification; energy access; LEAP; NDC; Nigeria; SDG7,2-s2.0-85073968336,WOS:000487057600001,achieving sustainable development goals in nigeria s power sector assessment of transition pathways
"Achieving carbon neutrality for a future large greenhouse gas emitter in Quebec, Canada: A case study","Faubert P., Bouchard S., Chassé R.M., Côté H., Dessureault P.-L., Villeneuve C.",Atmosphere,10.3390/ATMOS11080810,Article,2020,,Carbon neutral; GHG source reduction; Large emitter; Offset credit; Zero carbon,2-s2.0-85089875576,WOS:000564743800001,achieving carbon neutrality for a future large greenhouse gas emitter in quebec canada a case study
Achieving the Paris Agreement’s 2 degree target in Nepal: the potential role of a carbon tax,"Pradhan B.B., Shrestha R.M., Limmeechokchai B.",Climate Policy,10.1080/14693062.2020.1740149,Article,2020,,2°C target; AIM/Enduse; carbon tax; GHG mitigation; Nepal; Shared Socioeconomic Pathways,2-s2.0-85081912953,WOS:000522971400008,achieving the paris agreement s 2 degree target in nepal the potential role of a carbon tax
Activity-Based Fuel Oil Consumption Estimation for Calculating Energy Efficiency Operational Indicator (EEOI) in an Indonesian Merchant Ship,"Prastowo H., Pitana T., Mahdali A.P.",IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/557/1/012053,Conference Paper,2020,,,2-s2.0-85091975301,,activity based fuel oil consumption estimation for calculating energy efficiency operational indicator eeoi in an indonesian merchant ship
Adaptability versus certainty in a carbon emissions reduction regime: An assessment of the EU’s 2030 Climate and Energy Policy Framework,"Torney D., O’Gorman R.","Review of European, Comparative and International Environmental Law",10.1111/reel.12354,Article,2020,,,2-s2.0-85087464239,WOS:000545132300001,adaptability versus certainty in a carbon emissions reduction regime an assessment of the eu s 2030 climate and energy policy framework
Adaptation of paddy rice in China to climate change: The effects of shifting sowing date on yield and irrigation water requirement,"Ding Y., Wang W., Zhuang Q., Luo Y.",Agricultural Water Management,10.1016/j.agwat.2019.105890,Article,2020,,Adaptation; Climate change; Food security; Irrigation water requirement; Rice; Sowing window,2-s2.0-85075434357,WOS:000525279000025,adaptation of paddy rice in china to climate change the effects of shifting sowing date on yield and irrigation water requirement
Adaptation to uncertain sea-level rise; how uncertainty in Antarctic mass-loss impacts the coastal adaptation strategy of the Netherlands,"Haasnoot M., Kwadijk J., Van Alphen J., Le Bars D., Van Den Hurk B., Diermanse F., Van Der Spek A., Oude Essink G., Delsman J., Mens M.",Environmental Research Letters,10.1088/1748-9326/ab666c,Article,2020,,adaptation pathways; Antarctica; coastal adaptation; decision making; deep uncertainty; sea-level rise,2-s2.0-85081946799,WOS:000537406500001,adaptation to uncertain sea level rise how uncertainty in antarctic mass loss impacts the coastal adaptation strategy of the netherlands
Adapting global shared socio-economic pathways for national scenarios in Japan,"Chen H., Matsuhashi K., Takahashi K., Fujimori S., Honjo K., Gomi K.",Sustainability Science,10.1007/s11625-019-00780-y,Article,2020,,Climate change; Intergovernmental panel on climate change; Narratives; Shared socioeconomic pathways; Special report on emissions scenarios,2-s2.0-85078341381,WOS:000508725900001,adapting global shared socio economic pathways for national scenarios in japan
Adjusting energy consumption structure to achieve China's CO2 emissions peak,"Xu G., Schwarz P., Yang H.",Renewable and Sustainable Energy Reviews,10.1016/j.rser.2020.109737,Article,2020,,Carbon dioxide emissions peak; China; Energy modernization; Fossil energy; Scenario analysis,2-s2.0-85078837163,WOS:000515322900003,adjusting energy consumption structure to achieve china s co2 emissions peak
Advances of carbon capture and storage in coal-based power generating units in an indian context,"Shukla A.K., Ahmad Z., Sharma M., Dwivedi G., Verma T.N., Jain S., Verma P., Zare A.",Energies,10.3390/en13164124,Review,2020,,Carbon capture and storage; Coal fired power plant; Fertilizer; Green House Gas,2-s2.0-85090566497,WOS:000564728900001,advances of carbon capture and storage in coal based power generating units in an indian context
Agent-based scenarios comparison for assessing fuel-switching investment in long-term energy transitions of the India's industry sector,"Moya D., Budinis S., Giarola S., Hawkes A.",Applied Energy,10.1016/j.apenergy.2020.115295,Article,2020,,Agent-based; Decarbonisation; Energy survey; Energy systems modelling; Investment metrics; Iron and steel,2-s2.0-85086122950,WOS:000545319300007,agent based scenarios comparison for assessing fuel switching investment in long term energy transitions of the india s industry sector
Agricultural Development and Land Use Change in India: A Scenario Analysis of Trade-Offs Between UN Sustainable Development Goals (SDGs),"Hinz R., Sulser T.B., Huefner R., Mason-D’Croz D., Dunston S., Nautiyal S., Ringler C., Schuengel J., Tikhile P., Wimmer F., Schaldach R.",Earth's Future,10.1029/2019EF001287,Article,2020,,Agricultural development; Biodiversity; Carbon sequestration; India; Land use change; SDGs,2-s2.0-85086069035,WOS:000519739500004,agricultural development and land use change in india a scenario analysis of trade offs between un sustainable development goals sdgs
Agroforestry systems can mitigate the impacts of climate change on coffee production: A spatially explicit assessment in Brazil,"Gomes L.C., Bianchi F.J.J.A., Cardoso I.M., Fernandes R.B.A., Filho E.I.F., Schulte R.P.O.","Agriculture, Ecosystems and Environment",10.1016/j.agee.2020.106858,Article,2020,,Adaptation; Climate change; Coffea arabica; Family farmers; Shade trees,2-s2.0-85079616908,,agroforestry systems can mitigate the impacts of climate change on coffee production a spatially explicit assessment in brazil
Air pollutant emissions from fossil fuel consumption in China: Current status and future predictions,"Lu Y., Shao M., Zheng C., Ji H., Gao X., Wang Q.",Atmospheric Environment,10.1016/j.atmosenv.2020.117536,Article,2020,,Air pollutant; Energy consumption; Projection; Uncertainty analysis,2-s2.0-85083784453,WOS:000541247800015,air pollutant emissions from fossil fuel consumption in china current status and future predictions
Air pollution control strategies directly limiting national health damages in the US,"Ou Y., West J.J., Smith S.J., Nolte C.G., Loughlin D.H.",Nature Communications,10.1038/s41467-020-14783-2,Article,2020,,,2-s2.0-85079767146,WOS:000558870300005,air pollution control strategies directly limiting national health damages in the us
Air quality and health co-benefits of China's national emission trading system,"Chang, SY; Yang, X; Zheng, HT; Wang, SX; Zhang, XL",APPLIED ENERGY,10.1016/j.apenergy.2019.114226,J,2020,,Climate policy; Emission trading system; Air pollution; Human health; Computable general equilibrium,,WOS:000515117500011,air quality and health co benefits of china s national emission trading system
Air quality and health impacts from using ethanol blended gasoline fuels in China,"Liang X., Zhang S., Wu X., Guo X., Han L., Liu H., Wu Y., Hao J.",Atmospheric Environment,10.1016/j.atmosenv.2020.117396,Article,2020,,Air quality simulation; China; Ethanol blended fuels; Gasoline; Mortality; Vehicle emissions,2-s2.0-85082863156,WOS:000530031400002,air quality and health impacts from using ethanol blended gasoline fuels in china
"Air quality and source apportionment modeling of year 2017 ozone episodes in Albuquerque/Bernalillo County, New Mexico","Craig K., Erdakos G., Chang S.Y., Baringer L.",Journal of the Air and Waste Management Association,10.1080/10962247.2020.1764879,Article,2020,,,2-s2.0-85094903619,MEDLINE:32412852,air quality and source apportionment modeling of year 2017 ozone episodes in albuquerque bernalillo county new mexico
Air quality co-benefits from climate mitigation for human health in South Korea,"Kim S.E., Xie Y., Dai H., Fujimori S., Hijioka Y., Honda Y., Hashizume M., Masui T., Hasegawa T., Xu X., Yi K., Kim H.",Environment International,10.1016/j.envint.2020.105507,Article,2020,,Air pollution; CGE; Climate mitigation; Co-benefit analysis; Health impact assessment; IMED Model,2-s2.0-85078488076,WOS:000512533700077,air quality co benefits from climate mitigation for human health in south korea
Allocation of carbon emission quotas in China's provincial power sector based on entropy method and ZSG-DEA,"Cui X., Zhao T., Wang J.",Journal of Cleaner Production,10.1016/j.jclepro.2020.124683,Article,2020,,Carbon emission quota allocation; China's power sector; Sustainability principle; ZSG-DEA,2-s2.0-85094565262,,allocation of carbon emission quotas in china s provincial power sector based on entropy method and zsg dea
Ambitious deep energy retrofits of buildings to accelerate the 1.5°C energy transition in Canada,"Hoicka C.E., Das R.",Canadian Geographer,10.1111/cag.12637,Review,2020,,buildings; Canada; climate change mitigation; deep retrofits; energy efficiency,2-s2.0-85089981347,WOS:000541655300001,ambitious deep energy retrofits of buildings to accelerate the 1 5°c energy transition in canada
An air pollutant emission reduction path of China's power industry,"Yu Y., Jin Z.-X., Li J.-Z., Wu Y.-C., Jia L.",Atmosphere,10.3390/ATMOS11080852,Article,2020,,Air pollutants; Emission reduction cost; Emission reduction path; Power industry; TIMES model,2-s2.0-85090053398,WOS:000567338100001,an air pollutant emission reduction path of china s power industry
An approach to the large-scale integration of wind energy in Albania,"Malka L., Konomi I., Gjeta A., Drenova S., Gjikoka J.",International Journal of Energy Economics and Policy,10.32479/ijeep.9917,Article,2020,,Albania; EnergyPlan; RETScreen; Techno-economic Feasibility; Wind Power,2-s2.0-85090631115,,an approach to the large scale integration of wind energy in albania
An assessment of the impacts of renewable energy policies on the Thai electricity generation sector,"Wattana S., Wattana B.",International Energy Journal,,Article,2020,,Alternative Energy Development Plan; Electricity sector; LEAP model; Renewable energy; Thailand,2-s2.0-85086144842,WOS:000536729300001,an assessment of the impacts of renewable energy policies on the thai electricity generation sector
An ecological macroeconomics model: The energy transition in the EU,"Nieto J., Carpintero Ó., Lobejón L.F., Miguel L.J.",Energy Policy,10.1016/j.enpol.2020.111726,Article,2020,,Ecological macroeconomics; Energy roadmap 2050; Energy transitions; Input-output analysis; Integrated assessment model,2-s2.0-85089222722,WOS:000579443800022,an ecological macroeconomics model the energy transition in the eu
An electricity triangle for energy transition: Application to Italy,"Bompard E., Botterud A., Corgnati S., Huang T., Jafari M., Leone P., Mauro S., Montesano G., Papa C., Profumo F.",Applied Energy,10.1016/j.apenergy.2020.115525,Article,2020,,Electricity triangle; Electrification; Energy transition; Italy; Renewable resources,2-s2.0-85088929007,WOS:000579393800002,an electricity triangle for energy transition application to italy
An estimation of greenhouse gas emission from livestock in Bangladesh,"Das N.G., Sarker N.R., Haque M.N.",Journal of Advanced Veterinary and Animal Research,10.5455/JAVAR.2020.G402,Article,2020,,Livestock category; Manure management; Methane emission; Nitrous oxide,2-s2.0-85084035648,WOS:000523595700017,an estimation of greenhouse gas emission from livestock in bangladesh
"An evaluation of the CORDEX regional climate models in simulating future rainfall and extreme events over Mzingwane catchment, Zimbabwe","Sibanda S., Grab S.W., Ahmed F.",Theoretical and Applied Climatology,10.1007/s00704-019-03074-6,Article,2020,,,2-s2.0-85077170505,WOS:000504158100003,an evaluation of the cordex regional climate models in simulating future rainfall and extreme events over mzingwane catchment zimbabwe
"An improved system dynamics model to evaluate regional water scarcity from a virtual water perspective: A case study of Henan Province, China","Wu Z., Zhang Y., Hua Y., Ye Q., Xu L., Wang S.",Sustainability (Switzerland),10.3390/su12187517,Article,2020,,Consumption-based water footprint; Non-competitive input-output table; Production-based water footprint; Scenario analysis; Supply-side structural reform in China; System dynamics model; Virtual water; Water scarcity,2-s2.0-85091157655,,an improved system dynamics model to evaluate regional water scarcity from a virtual water perspective a case study of henan province china
An integrated assessment for achieving the 2°C target pathway in China by 2030,"Xie Y., Liu X., Chen Q., Zhang S.",Journal of Cleaner Production,10.1016/j.jclepro.2020.122238,Article,2020,,2 °C target; Carbon emissions peak; Co-benefit; IMED|CGE model; NDC (Nationally determined contributions),2-s2.0-85086800431,WOS:000561594800081,an integrated assessment for achieving the 2°c target pathway in china by 2030
An optimal sizing of stand-alone hybrid PV-fuel cell-battery to desalinate seawater at Saudi NEOM city,"Rezk H., Alghassab M., Ziedan H.A.",Processes,10.3390/PR8040382,Article,2020,,Environmentally-friendly; Hybrid PV/FC/BS; Hydrogen storage system; Saudi NEOM City; Seawater desalination plant,2-s2.0-85086627536,WOS:000536891900037,an optimal sizing of stand alone hybrid pv fuel cell battery to desalinate seawater at saudi neom city
