index1,topic_charact,number_of_abs,title
16203,18_scenario_model_bau_refer_three,1428,Assessment on the rates and potentials of soil organic carbon sequestration in agricultural lands in Japan using a process-based model and spatially explicit land-use change inventories-Part 2: Future potentials
16204,18_scenario_model_bau_refer_three,1428,"Predicting climate change impacts on the distribution of the threatened Garcinia indica in the Western Ghats, India"
16205,18_scenario_model_bau_refer_three,1428,Carbon Emission Pinch Analysis: an application to the transportation sector in Iskandar Malaysia for 2025
16206,18_scenario_model_bau_refer_three,1428,Analysis of energy related CO 2 emissions in Pakistan
16207,18_scenario_model_bau_refer_three,1428,GHG Mitigation Potentials of Thailand's Energy Policies to Achieve INDC Target
16208,18_scenario_model_bau_refer_three,1428,Greenhouse gas emissions from the waste sector in Argentina in business-as-usual and mitigation scenarios
16209,18_scenario_model_bau_refer_three,1428,"Strategic and user-driven transition scenarios: Toward a low carbon society, encompassing the issues of sustainability and societal equity in Japan."
16210,18_scenario_model_bau_refer_three,1428,Can China achieve its 2030 carbon emissions commitment? Scenario analysis based on an improved general regression neural network
16211,18_scenario_model_bau_refer_three,1428,Achieving deep reductions in US transport greenhouse gas emissions: Scenario analysis and policy implications
16212,18_scenario_model_bau_refer_three,1428,Socioeconomic driving forces and scenario simulation of CO 2 emissions for a fast-developing region in China
16213,18_scenario_model_bau_refer_three,1428,Integrated and dynamic energy modelling of a regional system: A cost-optimized approach in the deep decarbonisation of the Province of Trento (Italy)
16214,18_scenario_model_bau_refer_three,1428,Prospects for bioenergy use in Ghana using Long-range Energy Alternatives Planning model
16215,18_scenario_model_bau_refer_three,1428,A temporal -spatial analysis and future trends of ammonia emissions in China
16216,18_scenario_model_bau_refer_three,1428,Pathways for deploying low-emission technologies in an integrated electricity market: An Australian case study
16217,18_scenario_model_bau_refer_three,1428,Assessing emissions levels and costs associated with climate and air pollution policies in South Africa
16218,18_scenario_model_bau_refer_three,1428,Long-term energy sustainability development analysis to reducing carbon emissions and air pollutions of China based on LEAP simulation model
16219,18_scenario_model_bau_refer_three,1428,"Application of csm- ceres-maize model for seasonal and multi-decadal predictions of maize yield in under subtropical condition of Chitwan, Nepal"
16220,18_scenario_model_bau_refer_three,1428,Energy and economic performance of green roof system under future climatic conditions in Hong Kong
16221,18_scenario_model_bau_refer_three,1428,Economic opportunities resulting from a global deployment of concentrated solar power (CSP) technologies-The example of German technology providers
16222,18_scenario_model_bau_refer_three,1428,Possibilities for carbon sequestration by the forestry sector in Hungary
16223,18_scenario_model_bau_refer_three,1428,Impact of electric vehicles and synthetic gaseous fuels on final energy consumption and carbon dioxide emissions in Germany based on long-term vehicle fleet modelling
16224,18_scenario_model_bau_refer_three,1428,"Quantitative Flood Risk Projection in Java Island, Indonesia"
16225,18_scenario_model_bau_refer_three,1428,Forecasting of Turkey's greenhouse gas emissions using linear and nonlinear rolling metabolic grey model based on optimization
16226,18_scenario_model_bau_refer_three,1428,"A Feasible Proposal for Small Capacity Solar Power Generation at Phu Quoc, Viet Nam"
16227,18_scenario_model_bau_refer_three,1428,Analysis and projection of energy consumption in Ecuador: Energy efficiency policies in the transportation sector
16228,18_scenario_model_bau_refer_three,1428,Macroeconomic pathways of the Saudi economy: The challenge of global mitigation action versus the opportunity of national energy reforms
16229,18_scenario_model_bau_refer_three,1428,Policy implications of liquefied natural gas use in heavy-duty vehicles: Examples in Canada and British Columbia
16230,18_scenario_model_bau_refer_three,1428,Technical and economic potential of highly efficient boiler technologies in the Korean industrial sector
16231,18_scenario_model_bau_refer_three,1428,Exploring impact of carbon tax on China's CO2 reductions and provincial disparities
16232,18_scenario_model_bau_refer_three,1428,The environmental and public health benefits of achieving high penetrations of solar energy in the United States
16233,18_scenario_model_bau_refer_three,1428,Marginal Abatement Cost of CO2 Mitigation Options for the Residential Sector in Korea
16234,18_scenario_model_bau_refer_three,1428,Projecting life-cycle environmental impacts of corn production in the U.S. Midwest under future climate scenarios using a machine learning approach
16235,18_scenario_model_bau_refer_three,1428,Low carbon roadmap of residential building sector in China: Historical mitigation and prospective peak
16236,18_scenario_model_bau_refer_three,1428,Air quality benefit of China’s mitigation target to peak its emission by 2030
16237,18_scenario_model_bau_refer_three,1428,Dynamic responses of terrestrial ecosystems structure and function to climate change in China
16238,18_scenario_model_bau_refer_three,1428,Projections of NH3 emissions from manure generated by livestock production in China to 2030 under six mitigation scenarios
16239,18_scenario_model_bau_refer_three,1428,"Hydrological responses to climatic changes in the Yellow River basin, China: Climatic elasticity and streamflow prediction"
16240,18_scenario_model_bau_refer_three,1428,Projected future temporal trends of two different urban heat islands in Athens (Greece) under three climate change scenarios: A statistical approach
16241,18_scenario_model_bau_refer_three,1428,Applying backcasting and system dynamics towards sustainable development: The housing planning case for low-income citizens in Brazil
16242,18_scenario_model_bau_refer_three,1428,Modeling the effects of dispersal and patch size on predicted fisher (Pekania [Martes] pennanti) distribution in the U.S. Rocky Mountains
16243,18_scenario_model_bau_refer_three,1428,Envisioning carbon-free land use futures for Sweden: a scenario study on conflicts and synergies between environmental policy goals
16244,18_scenario_model_bau_refer_three,1428,Scenarios for the Finnish energy system and emissions. Study made for the CLIMTECH programme [Suomen energiajärjestelmän ja päästöjen kehitysarvioita. Climtech-ohjelman skenaariotarkastelu]
16245,18_scenario_model_bau_refer_three,1428,Probabilistic projections of climate change over China under the SRES A1B scenario using 28 AOGCMs
16246,18_scenario_model_bau_refer_three,1428,Energy security performance in Japan under different socioeconomic and energy conditions
16247,18_scenario_model_bau_refer_three,1428,Simulated hydrologic response to projected changes in precipitation and temperature in the Congo River basin
16248,18_scenario_model_bau_refer_three,1428,"Past, present, and future emissions of HCFC-141b in China"
16249,18_scenario_model_bau_refer_three,1428,The future of the indian electricity supply: A path towards sustainable growth
16250,18_scenario_model_bau_refer_three,1428,"Future climate change and building energy demand in Tianjin, China"
16251,18_scenario_model_bau_refer_three,1428,Prospective Time-Resolved LCA of Fully Electric Supercap Vehicles in Germany
16252,18_scenario_model_bau_refer_three,1428,Analyzing scenarios for the integration of renewable energy sources in the Mexican energy system—an application of the Global Energy System Model (GENeSys-MOD)
16253,18_scenario_model_bau_refer_three,1428,The impact of the UK's emissions reduction initiative on the national food industry
16254,18_scenario_model_bau_refer_three,1428,Environmental performance analysis on resource multiple-life-cycle recycling system: Evidence from waste pet bottles in China
16255,18_scenario_model_bau_refer_three,1428,Evaluation of the administrative phase-out of coal power plants on the italian electricity market
16256,18_scenario_model_bau_refer_three,1428,Finding robust investments for the Dutch gas distribution infrastructure in 2050 by a scenario study
16257,18_scenario_model_bau_refer_three,1428,Quantitative assessment of energy conservation potential and environmental benefits of an iron and steel plant in China
16258,18_scenario_model_bau_refer_three,1428,Adapting hydropower production to climate change: A case study of Kulekhani Hydropower Project in Nepal
16259,18_scenario_model_bau_refer_three,1428,Response of crop yield and nitrogen use efficiency for wheat-maize cropping system to future climate change in northern China
16260,18_scenario_model_bau_refer_three,1428,"Potential co-benefits of electrification for air quality, health, and CO2 mitigation in 2030 China"
16261,18_scenario_model_bau_refer_three,1428,Transition of China's power sector consistent with Paris Agreement into 2050: Pathways and challenges
16262,18_scenario_model_bau_refer_three,1428,Vulnerability of Ukrainian forests to climate change
16263,18_scenario_model_bau_refer_three,1428,The challenge of managing soil functions at multiple scales: An optimisation study of the synergistic and antagonistic trade-offs between soil functions in Ireland
16264,18_scenario_model_bau_refer_three,1428,Modeling energy efficiency to improve air quality and health effects of China's cement industry
16265,18_scenario_model_bau_refer_three,1428,Economic and environmental analysis of power generation expansion in Japan considering Fukushima nuclear accident using a multi-objective optimization model
16266,18_scenario_model_bau_refer_three,1428,Towards a low carbon growth in Mexico: Is a double dividend possible? A dynamic general equilibrium assessment
16267,18_scenario_model_bau_refer_three,1428,"Urban mobility and greenhouse gas emissions: Status, public policies, and scenarios in a developing economy city, Natal, Brazil"
16268,18_scenario_model_bau_refer_three,1428,Development and application of China provincial road transport energy demand and GHG emissions analysis model
16269,18_scenario_model_bau_refer_three,1428,Assessment and optimization of provincial CO2 emission reduction scheme in China: An improved ZSG-DEA approach
16270,18_scenario_model_bau_refer_three,1428,The prospects of China's long-term economic development and CO2 emissions under fossil fuel supply constraints
16271,18_scenario_model_bau_refer_three,1428,More connected urban roads reduce US GHG emissions
16272,18_scenario_model_bau_refer_three,1428,Using a segmented dynamic dwelling stock model for scenario analysis of future energy demand: The dwelling stock of Norway 2016–2050
16273,18_scenario_model_bau_refer_three,1428,The effect of Estonian electricity production scenarios on CO2 and SO2 emissions in 2000-2030
16274,18_scenario_model_bau_refer_three,1428,Evaluation of environmental health benefits of China’s building energy conservation policies: an integrated assessment on national and provincial levels
16275,18_scenario_model_bau_refer_three,1428,Life-cycle assessment of Brazilian transport biofuel and electrification pathways
16276,18_scenario_model_bau_refer_three,1428,Impact of electric vehicles on a future renewable energy-based power system in Europe with a focus on Germany
16277,18_scenario_model_bau_refer_three,1428,Investigating carbon footprint reduction potential of public transportation in United States: A system dynamics approach
16278,18_scenario_model_bau_refer_three,1428,Natural gas scenarios in the U.S. power sector
16279,18_scenario_model_bau_refer_three,1428,Macroeconomic analysis of the employment impacts of future EU climate policies
16280,18_scenario_model_bau_refer_three,1428,The EU Decarbonisation Roadmap 2050-What way to walk?
16281,18_scenario_model_bau_refer_three,1428,Characterizing hydrological drought and water scarcity changes in the future: A case study in the Jinghe River Basin of China
16282,18_scenario_model_bau_refer_three,1428,Quantitative analysis on the energy and environmental impact of the Korean national energy r & d roadmap a using bottom-up energy system model
16283,18_scenario_model_bau_refer_three,1428,CO 2-emission reduction in China's residential building sector and contribution to the national climate change mitigation targets in 2020
16284,18_scenario_model_bau_refer_three,1428,Assessment of decarbonisation scenarios for the residential buildings of Serbia
16285,18_scenario_model_bau_refer_three,1428,What are the prospects of energy consumption and carbon emissions in building in China? Review of long term scenarios [Quelles perspectives de la consommation d'énergie et d'émissions de carbone dans les bâtiments en Chine? Revue des scénarios à long terme]
16286,18_scenario_model_bau_refer_three,1428,Innovative energy technologies and climate policy in Germany
16287,18_scenario_model_bau_refer_three,1428,Carbon taxation in Malaysia: insights from the enhanced PAGE09 integrated assessment model
16288,18_scenario_model_bau_refer_three,1428,Linking global to regional models to assess future climate impacts on surface ozone levels in the United States
16289,18_scenario_model_bau_refer_three,1428,Modelling and projecting the response of local assemblage composition to land use change across Colombia
16290,18_scenario_model_bau_refer_three,1428,A hybrid scenario analysis for the selection of future greenhouse gas emissions reduction technologies in China's oil and gas industry
16291,18_scenario_model_bau_refer_three,1428,SimKat: a virtual laboratory to explore the impact of rainfall variability associated with the A2 climate change scenario on the Western Australian wheat-belt
16292,18_scenario_model_bau_refer_three,1428,German Energiewende and the heating market - Impact and limits of policy
16293,18_scenario_model_bau_refer_three,1428,Assessment of precipitation extremes in India during the 21st century under SSP1-1.9 mitigation scenarios of CMIP6 GCMs
16294,18_scenario_model_bau_refer_three,1428,Sustainable low carbon transport scenarios for India
16295,18_scenario_model_bau_refer_three,1428,"Predicting the spatial distribution of emissions from urban buses based on previously measured data and scenarios for their modernization in the future. Case study: Krakow, Poland"
16296,18_scenario_model_bau_refer_three,1428,Research on Long-term Nuclear Power Development Scenario in China under the Background of Re-electrification
16297,18_scenario_model_bau_refer_three,1428,Evidence and future scenarios of a low-carbon energy transition in Central America: A case study in Nicaragua
16298,18_scenario_model_bau_refer_three,1428,Policies to decarbonize the Swiss residential building stock: An agent-based building stock modeling assessment
16299,18_scenario_model_bau_refer_three,1428,How photovoltaics can contribute to GHG emission reductions of 55% in the EU by 2030
16300,18_scenario_model_bau_refer_three,1428,"Sediment load variability in response to climate and land use changes in a Carpathian catchment (Raba River, Poland)"
16301,18_scenario_model_bau_refer_three,1428,An assessment of a proposed ETS in Australia by using the MONASH-Green model
16302,18_scenario_model_bau_refer_three,1428,New projection of GHG reduction potentials for Korea’s cement industry and comparison with Roadmap 2030
16303,18_scenario_model_bau_refer_three,1428,Peaking China's CO2 emissions: Trends to 2030 and mitigation potential
16304,18_scenario_model_bau_refer_three,1428,Assessing summertime urban warming and the cooling efficacy of adaptation strategy in the Chengdu-Chongqing metropolitan region of China
16305,18_scenario_model_bau_refer_three,1428,"Urban climate change-related effects on extreme heat events in Rostock, Germany"
16306,18_scenario_model_bau_refer_three,1428,Modelling particle number concentrations in a typical street canyon in Germany and analysis of future trends
16307,18_scenario_model_bau_refer_three,1428,The water implications of generating electricity: Water use across the United States based on different electricity pathways through 2050
16308,18_scenario_model_bau_refer_three,1428,Scenario analysis for sustainable woody biomass energy businesses: The case study of a Japanese rural community
16309,18_scenario_model_bau_refer_three,1428,Predicting potential epidemics of rice diseases in Korea using multi-model ensembles for assessment of climate change impacts with uncertainty information
16310,18_scenario_model_bau_refer_three,1428,"Integrated modeling of water supply and demand under climate change impacts and management options in tributary Basin of Tonle Sap Lake, Cambodia"
16311,18_scenario_model_bau_refer_three,1428,Evaluation of co-benefits on atmospheric mercury emission control for coal combustion in China and future projection
16312,18_scenario_model_bau_refer_three,1428,"Joint effects of storm surge and sea-level rise on US Coasts: new economic estimates of impacts, adaptation, and benefits of mitigation policy"
16313,18_scenario_model_bau_refer_three,1428,Renewable energy and low carbon economy transition in India
16314,18_scenario_model_bau_refer_three,1428,Adapting agriculture to climate change: Suitability of banana crop production to future climate change over uganda
16315,18_scenario_model_bau_refer_three,1428,Macroeconomic assessment of India’s development and mitigation pathways
16316,18_scenario_model_bau_refer_three,1428,"Effects of rainfall pattern changes due to global warming on soil water erosion in grasslands and other vegetation types in the state of Zacatecas, Mexico"
16317,18_scenario_model_bau_refer_three,1428,Costs and benefits of the transition to low-carbon economy in Russia: Perspectives up to 2050
16318,18_scenario_model_bau_refer_three,1428,Flexible hydrogen production implementation in the French electric system: An analysis of future economic competitiveness
16319,18_scenario_model_bau_refer_three,1428,Evaluation on vehicles emission productions in Iskandar Malaysia region towards Low Carbon Society
16320,18_scenario_model_bau_refer_three,1428,Assessing the costs and benefits of US renewable portfolio standards
16321,18_scenario_model_bau_refer_three,1428,Direct or indirect electrification? A review of heat generation and road transport decarbonisation scenarios for Germany 2050
16322,18_scenario_model_bau_refer_three,1428,Predicting the severity of Swiss needle cast on Douglas-fir under current and future climate in New Zealand
16323,18_scenario_model_bau_refer_three,1428,Evaluation of extreme climate events using a regional climate model for China
16324,18_scenario_model_bau_refer_three,1428,Climate change shifts the distribution of vegetation types in South Brazilian hotspots
16325,18_scenario_model_bau_refer_three,1428,Development of integrated assessment modeling for energy systems - A case study of a Chinese Electricity System
16326,18_scenario_model_bau_refer_three,1428,"Emissions inventory and scenario analyses of air pollutants in Guangdong Province, China"
16327,18_scenario_model_bau_refer_three,1428,Carbon costs and benefits of France's biomass energy production targets
16328,18_scenario_model_bau_refer_three,1428,The effects of carbon reduction on sectoral competitiveness in China: A case of Shanghai
16329,18_scenario_model_bau_refer_three,1428,Aviation emissions and abatement policies in the United States: A city-pair analysis
16330,18_scenario_model_bau_refer_three,1428,Modelling the hydro-geochemistry of acid-sensitive catchments in Finland under atmospheric deposition and biomass harvesting scenarios
16331,18_scenario_model_bau_refer_three,1428,A global strategy to mitigate the environmental impact of China’s ruminant consumption boom
16332,18_scenario_model_bau_refer_three,1428,Reshaping energy policy for sustainable development: Curbing Iran’s carbon emission monster via renewable energies
16333,18_scenario_model_bau_refer_three,1428,Natural gas role in the Mexican road transport sector for local and global sustainabilities
16334,18_scenario_model_bau_refer_three,1428,Electrifying Australian transport: Hybrid life cycle analysis of a transition to electric light-duty vehicles and renewable electricity
16335,18_scenario_model_bau_refer_three,1428,The technical analysis of energy saving and emission reducing in China' s iron and steel industry based on LEAP model
16336,18_scenario_model_bau_refer_three,1428,Spatiotemporal change and trend analysis of potential evapotranspiration over the Loess Plateau of China during 2011–2100
16337,18_scenario_model_bau_refer_three,1428,"A WRF-Chem model-based future vehicle emission control policy simulation and assessment for the Beijing-Tianjin-Hebei region, China"
16338,18_scenario_model_bau_refer_three,1428,Electricity and heating system in Kazakhstan: Exploring energy efficiency improvement paths
16339,18_scenario_model_bau_refer_three,1428,Carbon overhead: The impact of the expansion in low-carbon electricity in China 2015–2040
16340,18_scenario_model_bau_refer_three,1428,Forecasting China’s electricity demand up to 2030: a linear model selection system
16341,18_scenario_model_bau_refer_three,1428,The Impact of CCS Readiness on the Evolution of China's Electric Power Sector
16342,18_scenario_model_bau_refer_three,1428,Assessment of energy demand-based greenhouse gas mitigation options for Canada's oil sands
16343,18_scenario_model_bau_refer_three,1428,Assessing multiple pathways for achieving China's national emissions reduction target
16344,18_scenario_model_bau_refer_three,1428,"Potential carbon emission trajectories of Shanghai, China from 2007 to 2050"
16345,18_scenario_model_bau_refer_three,1428,Estimation of future PM2.5- and ozone-related mortality over the continental United States in a changing climate: An application of high-resolution dynamical downscaling technique
16346,18_scenario_model_bau_refer_three,1428,Polish Energy Policy 2050 and its impact on energy mix and emissions
16347,18_scenario_model_bau_refer_three,1428,Climate change impacts and costs to US electricity transmission and distribution infrastructure
16348,18_scenario_model_bau_refer_three,1428,The role of transport sector in CO2 reduction in Poland
16349,18_scenario_model_bau_refer_three,1428,Optimization of Malaysia's power generation mix to meet the electricity demand by 2050
16350,18_scenario_model_bau_refer_three,1428,The role of emissions trading mechanisms and technological progress in achieving China's regional clean air target: a CGE analysis
16351,18_scenario_model_bau_refer_three,1428,Effects of climate change on structures; analysis of carbonation-induced corrosion in Reinforced Concrete Structures in Malta
16352,18_scenario_model_bau_refer_three,1428,Decomposition analysis of China's CO 2 emissions (2000–2016) and scenario analysis of its carbon intensity targets in 2020 and 2030
16353,18_scenario_model_bau_refer_three,1428,China's low-carbon investment pathway under the 2 °C scenario
16354,18_scenario_model_bau_refer_three,1428,Internal surface condensation risk in facades of Spanish social dwellings
16355,18_scenario_model_bau_refer_three,1428,Implications of Australia's Population Policy for Future Greenhouse Gas Emissions Targets
16356,18_scenario_model_bau_refer_three,1428,Potential for hydrogen and Power-to-Liquid in a low-carbon EU energy system using cost optimization
16357,18_scenario_model_bau_refer_three,1428,Lightweighting and electrification strategies for improving environmental performance of passenger cars in India by 2030: A critical perspective based on life cycle assessment
16358,18_scenario_model_bau_refer_three,1428,Ecological niche modeling based on three climate change scenarios for five species of plants in high areas of Costa Rica
16359,18_scenario_model_bau_refer_three,1428,Impacts of export restructuring on national economy and CO2 emissions: A general equilibrium analysis for China
16360,18_scenario_model_bau_refer_three,1428,A Study of the Impacts of the Spatial Differences in Climate Engineering Programs on the Intensities of Extreme High-Temperature Events in China Under A 1.5 degrees C Temperature Control Target
16361,18_scenario_model_bau_refer_three,1428,Prospects for CCS in the EU energy roadmap to 2050
16362,18_scenario_model_bau_refer_three,1428,Changes in carbon budget of Northeast China forest ecosystems under future climatic scenario
16363,18_scenario_model_bau_refer_three,1428,Analysis on the determinants and peaking paths of CO2 emissions in China's high energy-consuming industries
16364,18_scenario_model_bau_refer_three,1428,H15-53: High resolution climate change and air quality modelling for Policy Support Over Belgium
16365,18_scenario_model_bau_refer_three,1428,China's Industrialization and the Pathway of Industrial CO2 Emissions
16366,18_scenario_model_bau_refer_three,1428,A climate-change risk assessment for carbon sequestration of terrestrial ecosystem: A case of farming-pastoral ecotone of northern China
16367,18_scenario_model_bau_refer_three,1428,Can China decarbonize its electricity sector?
16368,18_scenario_model_bau_refer_three,1428,The role of solid waste composting in mitigating climate change in Jordan
16369,18_scenario_model_bau_refer_three,1428,The role of future land-use change in Southern Amazonia to reach the aims of Brazil’s national climate plan
16370,18_scenario_model_bau_refer_three,1428,"Design of robust emission reduction strategies for road-based public transportation in Mexico City, Mexico: Multiattribute trade-off analysis for metropolitan area"
16371,18_scenario_model_bau_refer_three,1428,Carbon Footprint as a basis for a cleaner research institute in Mexico
16372,18_scenario_model_bau_refer_three,1428,"Predicting changes in monthly streamflow to Karaj dam reservoir, Iran, in climate change condition and assessing its uncertainty"
16373,18_scenario_model_bau_refer_three,1428,UK optimization of electricity generation mix for 2030
16374,18_scenario_model_bau_refer_three,1428,"Dynamic metabolism modelling of urban water services - Demonstrating effectiveness as a decision-support tool for Oslo, Norway"
16375,18_scenario_model_bau_refer_three,1428,Integrating Batteries in the Future Swiss Electricity Supply System: A Consequential Environmental Assessment
16376,18_scenario_model_bau_refer_three,1428,Greenhouse gas emissions from Thailand's transport sector: Trends and mitigation options
16377,18_scenario_model_bau_refer_three,1428,Wood for food: Economic impacts of sustainable use of forest biomass for salmon feed production in Norway
16378,18_scenario_model_bau_refer_three,1428,Potentials of whole process control of heavy metals emissions from coal-fired power plants in China
16379,18_scenario_model_bau_refer_three,1428,Environmental optimization of biomass use for energy under alternative future energy scenarios for Switzerland
16380,18_scenario_model_bau_refer_three,1428,The effect of research and development on the energy conservation potential of China's manufacturing industry: The case of east region
16381,18_scenario_model_bau_refer_three,1428,Development of model on energy consumption and emissions of air pollutants and GHGS in China
16382,18_scenario_model_bau_refer_three,1428,Environmental and economic effects of widespread introduction of electric vehicles in Greece
16383,18_scenario_model_bau_refer_three,1428,Energy consumption and CO2 emission from road transport in Mexico and mitigation scenarios
16384,18_scenario_model_bau_refer_three,1428,Evaluation of lifecycle CO2 emissions from the Japanese electric power sector in the 21st century under various nuclear scenarios
16385,18_scenario_model_bau_refer_three,1428,Future projections of flood dynamics in the Vietnamese Mekong Delta
16386,18_scenario_model_bau_refer_three,1428,On the impacts of carbon tax and technological progress on China
16387,18_scenario_model_bau_refer_three,1428,Impacts of future carbon emission reductions on the Chinese GDP growth
16388,18_scenario_model_bau_refer_three,1428,China's energy system transformation towards the 2 °C goal: Implications of different effort-sharing principles
16389,18_scenario_model_bau_refer_three,1428,The value chain of green hydrogen for fuel cell buses – A case study for the Rhine-Main area in Germany
16390,18_scenario_model_bau_refer_three,1428,Projections of land use changes under the plant functional type classification in different SSP-RCP scenarios in China
16391,18_scenario_model_bau_refer_three,1428,Environmental assessment of wood-based biofuel production and consumption scenarios in Norway
16392,18_scenario_model_bau_refer_three,1428,Modelling the UK residential energy sector under long-term decarbonisation scenarios: Comparison between energy systems and sectoral modelling approaches
16393,18_scenario_model_bau_refer_three,1428,Light vehicle energy efficiency programs and their impact on Brazilian CO2 emissions
16394,18_scenario_model_bau_refer_three,1428,Mitigation of road transport carbon emissions in Argentina
16395,18_scenario_model_bau_refer_three,1428,The impact of hydrocarbon resources and GDP growth assumptions for the evolution of the EU energy system for the medium and long term
16396,18_scenario_model_bau_refer_three,1428,Are we set for electric cars? Questioning the environmental readiness of India
16397,18_scenario_model_bau_refer_three,1428,HFC-134a emissions from mobile air conditioning in China from 1995 to 2030
16398,18_scenario_model_bau_refer_three,1428,Pathways to a fully sustainable electricity supply for Nigeria in the mid-term future
16399,18_scenario_model_bau_refer_three,1428,A techno-economic assessment for optimizing methanol production for maritime transport in Sweden
16400,18_scenario_model_bau_refer_three,1428,Improving the environmental performance of a copper mine site in Indonesia by implementing potential greenhouse gas emissions reduction activities
16401,18_scenario_model_bau_refer_three,1428,Characterizing changes in drought risk for the United States from climate change
16402,18_scenario_model_bau_refer_three,1428,Technology-side carbon abatement cost curves for China’s power generation sector
16403,18_scenario_model_bau_refer_three,1428,Evaluation of climate change impacts and effectiveness of adaptation options on crop yield in the Southeastern United States
16404,18_scenario_model_bau_refer_three,1428,A bridging framework for studying transition pathways – From systems models to local action in the Swedish heating domain
16405,18_scenario_model_bau_refer_three,1428,Long-term energy savings and GHG mitigations in Thailand's building sector: Impacts of energy efficiency plan
16406,18_scenario_model_bau_refer_three,1428,How important are current energy mix choices on future sustainability? Case study: Belgium and Spain-projections towards 2020-2030
16407,18_scenario_model_bau_refer_three,1428,Climate change impact under alternate realizations of climate scenarios on maize yield and biomass in Ghana
16408,18_scenario_model_bau_refer_three,1428,Energy consumption and CO2 emissions of road transport and mitigation scenarios in Mexico [Consumo de energía y emisiones de CO2del autransporte en México y escenarios de mitigación]
16409,18_scenario_model_bau_refer_three,1428,Impact of climate change scenarios on crop yield and water footprint of maize in the Po valley of Italy
16410,18_scenario_model_bau_refer_three,1428,Interactions between climate change mitigation and adaptation: The case of hydropower in Brazil
16411,18_scenario_model_bau_refer_three,1428,Primary energy use for heating in the Swedish building sector-Current trends and proposed target
16412,18_scenario_model_bau_refer_three,1428,"Learning curve analysis of wind power and photovoltaics technology in US: Cost reduction and the importance of research, development and demonstration"
16413,18_scenario_model_bau_refer_three,1428,Replacing fossil fuels and nuclear power with renewable energy: Utopia or valid option? A Swiss case study of bioenergy
16414,18_scenario_model_bau_refer_three,1428,The effect of climate change on the water and food nexus in China
16415,18_scenario_model_bau_refer_three,1428,Cost-effectiveness analysis of multi-pollutant emission reduction in power sector of China
16416,18_scenario_model_bau_refer_three,1428,"Effects of Climate Change on Agricultural Drought Occurrence and Mitigation Measures: The Case of Candarave Village, Tacna - Peru"
16417,18_scenario_model_bau_refer_three,1428,Modeling China's interprovincial electricity transmission under low carbon transition
16418,18_scenario_model_bau_refer_three,1428,Historical and projected HFC-410A emission from room air conditioning sector in China
16419,18_scenario_model_bau_refer_three,1428,A Method to Assess the Wind and Solar Resource and to Quantify Interannual Variability over the United States under Current and Projected Future Climate
16420,18_scenario_model_bau_refer_three,1428,Achieving reductions in greenhouse gases in the US road transportation sector
16421,18_scenario_model_bau_refer_three,1428,Green energy strategy 2050 for Latvia: A pathway towards a low carbon society
16422,18_scenario_model_bau_refer_three,1428,Describing long-term electricity demand scenarios in the telecommunications industry: A case study of Japan
16423,18_scenario_model_bau_refer_three,1428,Prospective scenarios of CCS implementation in China's power sector: An analysis with China TIMES
16424,18_scenario_model_bau_refer_three,1428,Risk-conscious optimization model to support bioenergy investments in the Brazilian sugarcane industry
16425,18_scenario_model_bau_refer_three,1428,Modelling the Latvian power market to evaluate its environmental long-term performance
16426,18_scenario_model_bau_refer_three,1428,"Emerging bioeconomy sectors in energy systems modeling – Integrated systems analysis of electricity, heat, road transport, aviation, and chemicals: a case study for the Netherlands"
16427,18_scenario_model_bau_refer_three,1428,Economic Implications of CO2 Capture from the Existing as Well as Proposed Coal-fired Power Plants in India under Various Policy Scenarios
16428,18_scenario_model_bau_refer_three,1428,Energy security impacts of a severe drought on the future Finnish energy system
16429,18_scenario_model_bau_refer_three,1428,Scenario Analysis on CO2-equivalent Emissions from Alternative Mobile Air Conditioning Refrigerants in China
16430,18_scenario_model_bau_refer_three,1428,Key drivers of Indian greenhouse gas emissions
16431,18_scenario_model_bau_refer_three,1428,Energy-system modelling of the EU strategy towards climate-neutrality
16432,18_scenario_model_bau_refer_three,1428,Guidelines for the strategic management of flood risks in industrial plant oil in the Brazilian coast: Adaptive measures to the impacts by relative sea level rise
16433,18_scenario_model_bau_refer_three,1428,Exergy-based performance analysis for biojet fuel pathways in Brazil
16434,18_scenario_model_bau_refer_three,1428,Urban heat island mitigation in Singapore: Evaluation using WRF/multilayer urban canopy model and local climate zones
16435,18_scenario_model_bau_refer_three,1428,Exploring the impacts of regional unbalanced carbon tax on CO2 emissions and industrial competitiveness in Liaoning province of China
16436,18_scenario_model_bau_refer_three,1428,Simulation on the future change of soil organic carbon from phaeozems under different management practices in northeast China
16437,18_scenario_model_bau_refer_three,1428,A review of Chinese CO2 emission projections to 2030: the role of economic structure and policy
16438,18_scenario_model_bau_refer_three,1428,Competitive biomass key applications to fulfill climate targets in the german heat sector: Findings from optimization modelling
16439,18_scenario_model_bau_refer_three,1428,Climate change is expected to increase yield and water use efficiency of wheat in the North China Plain
16440,18_scenario_model_bau_refer_three,1428,"Managing future air quality in megacities: Emission inventory and scenario analysis for the Kolkata Metropolitan City, India"
16441,18_scenario_model_bau_refer_three,1428,"Anthropogenic intensification of urban reactive nitrogen inputs and potential to mitigate nitrogen pollution in Guangzhou, China"
16442,18_scenario_model_bau_refer_three,1428,Morphological and economic impacts of rising sea levels on cliff-backed platform beaches in southern Portugal
